agent,id,title,reason,type
Human,2282524278,feat(model): add support for o1 model costs,"The PR introduces new features by adding support for new models and updating documentation accordingly, which aligns with the 'feat' type for new features.",feat
Human,2373081516,chore: add missing clickhouse writer metrics,"The commit adds missing metrics to the ClickhouseWriter, which is an enhancement but does not introduce a new feature or fix a bug. It is best categorized as a chore since it improves monitoring without changing functionality.",chore
Human,2475122226,patched changes pushed,"The PR title and body indicate that the changes fix an issue, as it mentions 'Fixes # (issue)' and categorizes the change as a bug fix. Therefore, the appropriate label is 'fix'.",fix
Human,2518452739,fix(ui-tool-calls): handle parsing errors gracefully,"The change adds error handling to prevent the program from throwing errors during JSON parsing, which fixes a potential bug in the code.",fix
Human,2282620603,feat(cloud): snapshot usage metering to postgres db,"The PR introduces a new feature for exporting metering data to a Postgres database, including schema updates, queue management, and environment configurations, which clearly adds new functionality.",feat
Human,2400045608,feat: support external S3 endpoint for batch exports,"The PR introduces a new feature that supports external S3 endpoints for batch exports, including new parameters, environment variables, and tests to support this functionality.",feat
Human,2376517850,chore(batch-action): make `entitlement` prop optional,"The change involves making a property optional and updating related hooks and components accordingly, which is a maintenance task that does not add a new feature or fix a bug. It is best classified as a chore since it improves the codebase without changing functionality.",chore
Human,2441915356,Delete unused kanban code,"The commit removes unused code and cleans up related support libraries without adding features or fixing bugs, which is a refactor type of change.",refactor
Human,2270242390,Fix mail row disappearing and auto closing when clicking a row,"The title indicates a bug fix related to UI behavior (mail row disappearing and auto closing), which aligns with the 'fix' type. Although the body mentions refactoring and technical improvements, the primary purpose of the PR is to fix a bug.",fix
Human,2541881850,Return fewer user details. assistant get learned patterns. max messages warning.,"The PR introduces new features such as a warning message for message count and a tool to display learned patterns, which are clearly new functionalities.",feat
Human,2576376243,[rollout] feat: Support Multi-stage Awake for SGLang,"The PR introduces support for multi-stage awake functionality in SGLang, which is a new feature enhancing the existing system's capabilities for better memory management during training and rollout.",feat
Human,2448420848,fix(connector) Dont resubscibe mqtt client and propagate error,"The PR fixes an issue with the MQTT client resubscribing unnecessarily and propagates errors correctly, which addresses a bug in the connector's behavior.",fix
Human,2474037860,fix(cdc): check database name when creating tables from cdc source (#21472),"The title indicates a fix related to checking the database name when creating tables from a CDC source, which is a bug fix.",fix
Human,2611510009,feat: Delayed actions,"The PR introduces a new feature: delayed rule actions with scheduling, UI controls, admin interface, API endpoints, and integration with a scheduling service. This clearly fits the 'feat' category.",feat
Human,2331477264,Reply Zero,"The changes introduce a new feature by rebranding and updating the Reply Tracker to Reply Zero, including UI updates and navigation changes, which qualifies as a new feature addition.",feat
Human,2536926087,fix(iceberg): dropping database and dropping source cascade with iceberg tables. (#21957),"The title indicates that the change fixes issues related to dropping databases and sources with iceberg tables, which is a bug fix.",fix
Human,2367039735,"Fix `relation ""dailytagspend"" does not exist` error",The PR fixes a bug related to PostgreSQL identifier case sensitivity causing a 'relation does not exist' error.,fix
Human,2598029035,chore(ci):  isolate logstore tests from pull request workflow,"The change isolates logstore tests from the pull request workflow, which is a modification to the CI configuration to improve the testing process. This fits the 'ci' category as it pertains to continuous integration setup.",ci
Human,2367733725,chore: upgrade fern and add java sdk example,"The commit involves upgrading a tool version and adding an example configuration, which are changes related to the build process and auxiliary tools, as well as minor documentation formatting adjustments. This fits best under 'chore' since it does not add a new feature or fix a bug but improves the build setup and documentation.",chore
Human,2257483414,fix(meta): resolve deadlock caused by Hummock write stop,"The PR title and description clearly indicate that the change fixes a deadlock bug caused by Hummock write stop. The fix involves changing the timing of table unregistration to resolve the deadlock, which is a bug fix.",fix
Human,2510098763,fix(caching_handler.py): fix embedding str caching result,"The primary change described in the title and body is fixing an issue with caching results for string inputs, which is a bug fix. Although there are other changes mentioned, the main focus is on fixing a bug.",fix
Human,2313919432,fix(openai/): allows 'reasoning_effort' param to be passed correctly,"The PR title and description indicate that a bug related to passing the 'reasoning_effort' parameter was fixed, and it references a specific issue being resolved. This aligns with a bug fix.",fix
Human,2493138598,[UI] Allow adding triton models on LiteLLM UI,"The PR introduces a new feature allowing the addition of triton models on the LiteLLM UI, and it also includes tests for this feature as indicated in the description and checklist.",feat
Human,2334613112,LiteLLM Improvements (02/13/2025) p1 ,"The changes include fixes for timeout errors and handling empty strings correctly, along with adding tests to verify these fixes. The primary purpose is to fix bugs, so the label 'fix' is appropriate.",fix
Human,2525424596,Key hash filter added,"The PR introduces a new feature: a key hash filter on the logs table, which is an addition to the existing functionality.",feat
Human,2302989756,Remove an unnecessary dependency.,"The change removes an unnecessary dependency to fix an issue caused by strict dependencies in another library, which is a bug fix.",fix
Human,2377848136,build(model_prices_and_context_window.json): update azure o1 mini pri…,"The title indicates an update to the build configuration related to Azure pricing, which affects the build system or external dependencies.",build
Human,2324257505,deps: update lolhtml to v2.2.0,"The PR updates an external dependency version, which affects the build system or dependencies.",build
Human,2310384131,more node:util fixes,"The title indicates ongoing fixes related to node:util, which suggests bug fixes rather than new features or other types of changes.",fix
Human,2365708595,chore(deps): lock file maintenance,"The PR updates dependency lock files to maintain the latest versions without adding features or fixing bugs, which is a chore related to dependencies.",chore
Human,2381676482,[DOCS] minor: explain behaviour of usage-based-routing-v2,"The PR title and body indicate that the changes are related to documentation, specifically explaining the behavior of a feature. There is no indication of code changes, bug fixes, or new features.",docs
Human,2357992198,Fix stdin ref/unref,"The change fixes the behavior of stdin.unref() to prevent it from pausing input, which is a bug fix as it corrects the function's behavior.",fix
Human,2291083332,Update docs for bun.lock,"The change updates documentation to reflect that `bun.lock` is now the default, which is a documentation-only change.",docs
Human,2392320884,node: fix test-tls-ticket-invalid-arg.js,"The title indicates a fix related to a test file, specifically addressing an issue in 'test-tls-ticket-invalid-arg.js'. This suggests a bug fix rather than a new feature or other change.",fix
Human,2260808914,Implement X509Certificate in node:crypto,"The PR introduces a new feature by implementing X509Certificate in node:crypto along with additional methods and dependencies, which is a clear addition of functionality.",feat
Human,2406044033,ci: make vendor fails not red the status,"The change relates to the continuous integration process by modifying how vendor failures affect the status, which is a CI configuration change.",ci
Human,2576997128,Display symlink target path when failing to open one,"The PR adds additional information to the error message when failing to open a symlink, improving the error reporting but not fixing a bug or adding a new feature. It enhances debugging by clarifying the error context, which is a fix to the error handling behavior.",fix
Human,2413510152,Add documentation on Nitro preset: bun for Nuxt guide,"The PR adds documentation about the Nitro Bun preset for the Nuxt guide, which is purely documentation without code changes or features.",docs
Human,2324586321,feat: Support codesigning macOS executables in `bun build --compile`,"The PR introduces a new feature that supports code signing macOS executables in the build process, which is a new capability rather than a bug fix or other type of change.",feat
Human,2311282980,Introduce `bun ./index.html`,"The PR introduces a new feature that allows starting a frontend dev server by running .html files directly in Bun, which is a new capability.",feat
Human,2586062320,Split out shell code into more files,"The PR reorganizes code by splitting it into more files and adds code comments, which is a refactoring activity that does not add features or fix bugs.",refactor
Human,2277780262,fix(codegen): handle generic internal functions,"The PR fixes a bug where type parameters in internal function declarations caused the code generation to crash, so it is a bug fix.",fix
Human,2323663659,fix memory leak in ERR_INVALID_ARG_TYPE,"The change addresses a memory leak issue, which is a bug fix related to resource management.",fix
Human,2362894262,fix(http) dont drop numeric headers,"The PR fixes an issue where numeric headers were being dropped, aligning behavior with Node.js. This is a bug fix.",fix
Human,2256824367,support `bun install --filter <pattern>`,"The PR introduces a new feature that allows filtering packages during installation with the `--filter` flag, which is a new functionality enhancement.",feat
Human,2256777953,Bump WebKit again,"The PR title indicates an update to an external dependency (WebKit), which typically affects the build system or dependencies rather than code functionality or fixes.",build
Human,2417999858,fix(node/http): make `OutgoingMessage` compatible with Node,"The PR fixes the behavior of `OutgoingMessage` to be more compatible with Node, addressing error codes and type validation, which indicates a bug fix.",fix
Human,2484093464,Update fetch example to fix syntax,"The PR updates the documentation example to fix a syntax error related to async/await usage, which is a documentation change only.",docs
Human,2337931894,refactor: remove unused `RefCount` struct,"The PR removes an unused struct and reorganizes existing code without adding features or fixing bugs, which is a code restructuring without changing behavior.",refactor
Human,2497482463,sync webkit,"The PR description indicates that it fixes an issue (#17000) and aims to improve performance as it mentions benchmarking after the build finishes. The primary intent is to fix a bug, so 'fix' is the most appropriate label.",fix
Human,2446951720,pass test-require-exceptions.js,"The change adds extra logic to ensure a cache entry is deleted, which is a bug fix to improve correctness and reliability.",fix
Human,2388649158,fix: search past observations with correct timestamp in evals,"The commit fixes a bug related to timestamp handling in the evaluation service and adds a test to verify the fix, which classifies it as a bug fix.",fix
Human,2623376958,Update the AUTH_TOKEN for publishing to the correct environment variable.,"The change updates the environment variable used for publishing, which is a configuration or build-related change rather than a code feature or bug fix.",build
Human,2301234632,Glob Match Rewrite,"The PR introduces a rewritten implementation of the glob match functionality, which fixes existing issues and improves performance. This constitutes a new feature or enhancement rather than just a bug fix or other change type.",feat
Human,2267655498,Fix debug-only crash,"The PR title and description indicate that the change fixes a crash, which is a bug fix.",fix
Human,2264761975,Set error code in Node-API functions,"The PR introduces a new mechanism for setting and storing error codes in Node-API functions, which is a new feature enhancing error handling capabilities.",feat
Human,2267246503,fix(js): better error messages when makeSafe fails,"The PR improves error messages for a failure scenario, which is a bug fix to enhance user experience and debugging. It also includes tests to verify the fix.",fix
Human,2479726380,feat: additional jest types in bun test,"The PR introduces a new type addition to the bun test module, which is a new feature in terms of type support.",feat
Human,2410551913,fix: test-http-header-obstext.js,"The PR title and body explicitly state that it fixes a test to improve compatibility, indicating a bug fix.",fix
Human,2441390805,fix(node:http) resume when reading and avoid unnecessary pause/resumes calls,"The PR title and description indicate that the changes fix a specific issue related to resuming when reading and avoiding unnecessary pause/resume calls, which is a bug fix.",fix
Human,2365420200,fix(serve) fix WS upgrade with routes,"The PR title and description indicate that this change fixes a bug related to WebSocket upgrade with routes, and it includes code changes and tests to verify the fix.",fix
Human,2487162712,"Revert ""Remove most static initializers (#19298)""","The PR reverts a previous change due to failing tests and no performance improvement, which is a reversal of a feature rather than a bug fix or other change type.",fix
Human,2477662644,update webkit,"The PR updates existing code to work with a new data type but does not add new features or fix bugs; it is a code change to maintain compatibility or improve code structure without adding features or fixing bugs, which fits best under 'refactor'.",refactor
Human,2556422707,A couple grammar fixes,"The changes are related to correcting grammar and typos in documentation or comments, without affecting code functionality.",docs
Human,2330573765,"Add react, tailwind, react+tailwind+shadcn to bun init","The PR introduces new options to the 'bun init' command, which adds new features to the tool.",feat
Human,2444284322,Use macro to declare and visit garbage-collected GlobalObject members,"The PR introduces a new macro to declare and visit garbage-collected members, which is a new feature improving code maintainability and safety by automating visit calls for GC properties.",feat
Human,2515369336,Never retry on SIGABRT,"The PR title and description indicate a change in behavior related to retrying on SIGABRT, which is a bug fix to prevent unwanted retries on this signal.",fix
Human,2386571394,node: fix test-tls-transport-destroy-after-own-gc.js,"The title indicates a fix related to a test file, specifically addressing an issue in the test-tls-transport-destroy-after-own-gc.js test. This suggests a bug fix rather than a new feature or other change.",fix
Human,2485573141,doc: use target=bun for builds in docker,"The PR only updates documentation to specify the use of `target=bun` for builds in Docker, without any code changes.",docs
Human,2415094754,Skip flaky macOS x64 node-napi tests in CI,"The PR modifies the CI configuration to skip flaky tests and improve error handling during the compile step, which are changes related to the continuous integration process.",ci
Human,2425248848,avoid encoding as double in `napi_create_double` if possible,"The PR improves performance by avoiding unnecessary encoding as double, resulting in a significant FPS increase. This is a performance optimization rather than a bug fix or new feature.",perf
Human,2285256611,CSS bundling & general fixes,"The PR addresses multiple bug fixes related to CSS bundling and import conditions, improving the correctness of the code behavior.",fix
Human,2441441760,deps: update libarchive to v3.7.9,"The PR updates an external dependency (libarchive) to a new version, which affects the build system or external dependencies.",build
Human,2435440515,Remove JSC.Strong from NodeHTTPResponse,"The PR removes a strong reference in the code, which is a code change that neither fixes a bug nor adds a feature, so it is a refactor.",refactor
Human,2531188783,Distroless patch,The PR fixes the distroless build by avoiding the use of 'ln -s' which is a bug fix related to the build environment.,fix
Human,2310395633,hot module reloading for HTML import development mode,"The PR introduces a new feature to the DevServer by adding support for hot module reloading for HTML imports and automatic React refresh configuration, which enhances development experience.",feat
Human,2265057581,fix: node parallel test check in test runner,"The PR fixes the test runner to standardize checks for node parallel test cases and ensures compatibility on Windows, which addresses a bug or inconsistency in the test process.",fix
Human,2290942527,fix: free VirtualMachine's mimalloc arena in debug builds,"The PR title indicates that it fixes a memory management issue by freeing the VirtualMachine's mimalloc arena in debug builds, which is a bug fix.",fix
Human,2605004856,docs - ecosystem - added Diploi ecosystem entry to docs,"The PR adds an entry to the documentation about the Diploi ecosystem, which is purely a documentation update without code changes.",docs
Human,2389454788,Update webkit build instructions,"The change updates documentation related to build instructions, which is a documentation-only change.",docs
Human,2365854601,chore: upgrade zig to 0.14.0,"The commit message explicitly uses the 'chore' type and describes upgrading an external tool (zig) and related adjustments, which are auxiliary changes not directly adding features or fixing bugs.",chore
Human,2291140679,fix test/cli/hot/hot.test.ts,"The PR title and body indicate a fix related to a test file, specifically addressing a change in a flag's default value that likely caused a test failure or inconsistency. This aligns with a bug fix.",fix
Human,2320921015,fix(sql) expose alias in SQLOption type,"The PR fixes the exposure of an alias in the SQL option type to reduce friction during migration, which is a bug fix related to type definitions.",fix
Human,2346412028,docs: update arch contributing docs,"The PR updates the documentation to reflect the new requirement for clang18 instead of clang, without changing any code.",docs
Human,2574401833,Fix Windows segfault when event_loop_handle is null during process exit,"The PR fixes a Windows-specific segmentation fault by adding defensive null checks and returning a no-op event loop during shutdown, which directly addresses a bug causing crashes. It also fixes a logic bug in a method. These changes are clearly bug fixes rather than new features or other types of changes.",fix
Human,2264977298,Module.findSourceMap shouldn't throw,"The PR fixes an issue where Module.findSourceMap was throwing an error, which is a bug fix.",fix
Human,2404576547,Update Uint8Array methods,"The PR fixes an issue as indicated by 'Fixes #18288', which implies a bug fix related to Uint8Array methods.",fix
Human,2288707987,Switch `bun -` & alert/prompt/confirm to use `bun.Output.buffered_stdin`,"The PR changes the implementation to use a different input method and adds tests for alert/prompt/confirm, indicating a bug fix and improved functionality.",fix
Human,2273000433,Fix error handling bugs in HTMLRewriter API,"The PR title and description indicate that the changes fix bugs related to error handling in the HTMLRewriter API, and the author mentions verifying the fix with tests. This clearly classifies the change as a bug fix.",fix
Human,2256956124,Report memory cost of sourcemaps to GC,"The PR introduces a new feature that reports the memory cost of sourcemaps to the garbage collector, which is a new functionality rather than a fix or other type of change.",feat
Human,2542179694,Fix  async explicit resource management in browser builds,"The PR title indicates a fix related to async explicit resource management in browser builds, and the body mentions adding tests to verify the fix. The primary purpose is to fix a bug.",fix
Human,2584152905,Added missing completion info for: bun update,The PR only adds missing documentation for the 'bun update' command without changing any code or functionality.,docs
Human,2379966597,js: add function names,"The change adds function names to improve debugging and error traceability, which is a code improvement but does not add new features or fix bugs directly.",refactor
Human,2480882749,node:net: implement BlockList,"The PR introduces a new implementation for BlockList in the node:net module, which adds new functionality rather than fixing a bug or making other types of changes.",feat
Human,2272544172,Switch bun `-p` from `--port` to `--print`,"The change modifies the behavior of the bun command line option from `--port` to `--print`, which is a fix to the existing functionality as indicated by the reference to an issue being fixed.",fix
Human,2271758618,Switch bun repo to use bun.lock,"The PR changes the repository to use bun.lock and mentions updating the bun version in CI, which affects the build system and dependencies.",build
Human,2552265023,fix weak symbols interposition,"The PR fixes an issue with weak symbols interposition causing fallback to stub implementations, which is a bug fix.",fix
Human,2303501996,Drain microtasks again after deferred tasks run,"The change improves the runtime behavior by ensuring microtasks are drained after deferred tasks, which can be seen as a performance or correctness improvement in task scheduling.",perf
Human,2613893429,Optimize  `napi_get_value_string_utf8` `napi_get_value_string_latin1`  `napi_get_value_string_utf16`,"The PR description indicates improvements in the implementation to avoid unnecessary operations and handle exceptions better, which are performance-related enhancements rather than bug fixes or new features.",perf
Human,2518050995,Add support for maxSendHeaderBlockLength in http2 client,"The change introduces a new feature that allows limiting the maximum header block length in the HTTP2 client, which is an enhancement to existing functionality.",feat
Human,2582648640,Always use correct Zig version for `bun watch`,"The change ensures that the correct Zig version is always used for the `bun watch` command, which fixes an issue with version handling.",fix
Human,2489635620,#19319  attempt to solve inconsistent files with spacing / tabs,"The PR description and title indicate that the changes fix an issue related to inconsistent spacing and tabs in files, which is a bug fix.",fix
Human,2485101244,Add assertion about returning pointers in constructors,"The PR adds an assertion to verify behavior in constructors, which is a code change that adds a test or validation but does not add a new feature or fix a bug. It is best classified as a test-related change.",test
Human,2422342261,@types/bun: Some small fixes for the test and Bun.env,"The PR mentions small fixes related to tests and environment variables, indicating bug fixes rather than new features or other changes.",fix
Human,2470068451,@types/bun: deprecate some unused types especially on `Bun` ns,The PR focuses on marking unused TypeScript types as deprecated to improve type clarity and documentation without changing any code functionality.,docs
Human,2612496721,fix windows-hide-console for bun SFE,"The PR fixes a bug where the --windows-hide-console option was not being called, resulting in incorrect behavior. The change corrects this issue, so it is classified as a bug fix.",fix
Human,2392735449,fix(crypto) Fix ED25519 from private,"The PR fixes a memory error related to reading out of bounds from the private key, which is a bug fix in the crypto module.",fix
Human,2351902309,fix(Glob): avoid exiting `skip_brace` early,"The PR title and description indicate that a bug related to `skipBranch` in `Glob` was fixed, and a test was included to verify the fix. This aligns with a bug fix.",fix
Human,2451901800,chore: remove unneeded `undefined` default,"The commit message explicitly uses 'chore' and describes a cleanup task that does not add features or fix bugs, but improves code quality by removing unnecessary defaults.",chore
Human,2392153085,Extend bun sql to insert/update TEXT[] values,"The PR introduces support for inserting and updating TEXT[] values in the bun sql library, which is a new feature enhancement.",feat
Human,2610072543,Fix YesTask execution,"The changes fix the behavior of the YesTask execution and add tests to verify the fix, indicating a bug fix.",fix
Human,2591744265,more node:net fixes,"The title indicates fixes related to node:net, suggesting bug fixes rather than new features or other changes.",fix
Human,2482437141,compatibility: invalid arg error if error is nullptr in napi_throw,"The PR fixes a compatibility issue that causes an error to be thrown incorrectly, which is a bug fix.",fix
Human,2272408599,docs: use tag `$BUN_LATEST_VERSION` for version instead of manual,"The change is related to documentation, specifically updating the usage of a version tag in the docs rather than code or features.",docs
Human,2409280210,More robust Bun.Cookie & Bun.CookieMap,"The PR title and body indicate improvements to existing code robustness without mentioning bug fixes, new features, or other categories. This suggests a refactor to improve code quality or structure without changing functionality.",refactor
Human,2589100605,`fetch()` block some ports according to whatwg spec,"The PR fixes a bug by blocking certain ports in fetch() according to the WHATWG specification, addressing issue #20352. This is a bug fix rather than a new feature or other change type.",fix
Human,2337064795,Handle rejected promises in `EventLoop.autoTick`,"The PR fixes a bug related to unhandled rejected promises causing test failures, and the change involves adding a call to handle rejected promises properly, which is a bug fix.",fix
Human,2447030473,fix: errors found by -Werror on Clang 20,"The PR fixes compilation errors caused by warnings treated as errors (-Werror) in Clang 20, which is a bug fix related to code correctness and build success.",fix
Human,2594042301,Update WebKit,"The PR updates code to maintain compatibility with the latest WebKit changes by replacing private member access with public APIs, which is a code change that neither fixes a bug nor adds a feature but adapts to an external API change.",refactor
Human,2556590402,fix memory leak when pipe Bun.spawn stdio is never read repeatedly,"The PR fixes a memory leak issue related to the Bun.spawn stdio pipe not being read, which is a bug fix improving memory management and stability.",fix
Human,2337838441,init,"The PR title 'init' suggests the initial commit or setup of the project, which typically involves adding the initial codebase or configuration. This is considered a new feature or initial setup rather than a fix, documentation, or other types of changes.",feat
Human,2551215671,fix test-net-socket-reset-send.js,"The title indicates a fix to a test file, suggesting a bug fix related to the test behavior or environment, even though no code changes were made. The label 'fix' is appropriate as it addresses a test issue.",fix
Human,2421118889,more cookie mistakes,"The change fixes a bug related to incorrect iteration causing a crash, so it is classified as a bug fix.",fix
Human,2480716143,Add test for non-reified static properties on the Bun global,"The PR adds a test to verify behavior, which fits the 'test' category for adding or correcting tests.",test
Human,2285323042,fix(install): crash from invalid SemVer with extra wildcard,"The PR title indicates a fix for a crash caused by invalid SemVer with an extra wildcard, which is a bug fix.",fix
Human,2377765035,"fix(bundler): properly record if we loaded a `""file""`","The PR title and description indicate that the change fixes an issue related to properly recording if a file was loaded, which is a bug fix.",fix
Human,2383562305,fix assertion in `JSBuffer.cpp`,"The PR fixes an invalid assertion in the code, which is a bug fix to ensure correct behavior when offset equals byte length.",fix
Human,2535264718,Support `.lookup` in tls/net connect,"The PR introduces support for a new feature `.lookup` in tls/net connect, which is an addition of functionality rather than a fix or other type of change.",feat
Human,2301578960,Introduce `server.abort(request: Request)` to abort an in-flight HTTP/HTTPS request,"The PR introduces a new method `server.abort(request: Request)` which adds new functionality to abort an in-flight HTTP/HTTPS request, representing a new feature addition.",feat
Human,2293586912,js: add buffer tests that pass now,"The PR adds new tests for buffer functionality, indicating the addition of tests rather than a feature or fix.",test
Human,2375197739,node:http2: add throw for ERR_HTTP2_UNSUPPORTED_PROTOCOL,"The change introduces a new error throw for an unsupported protocol in the HTTP2 module, which is a new feature or enhancement rather than a bug fix or other type of change.",feat
Human,2619639653,fix(sockets) some fixes and improvements,"The PR fixes memory management and a bug related to invalid pointers in socket context and event handling, which are clear bug fixes.",fix
