pr_id,id,user,state,submitted_at,body
2440782157,2029660365,ellipsis-dev[bot],,,"Potential issue: `moveFolder` uses `fs.mkdir` and `fs.cp` with callbacks while using `await`. Use `fs.promises.mkdir` and `fs.promises.cp` or remove the callbacks.
```suggestion
        await fs.promises.mkdir(destination, { recursive: true });
```"
2440782157,2029660366,ellipsis-dev[bot],,,"Remove or refactor the debug `console.log` in the `MOVE_PROJECT_FOLDER` handler if not needed in production.
```suggestion

```"
2440782157,2029660367,ellipsis-dev[bot],,,"For the success toast in `confirmUpdatePath`, consider using a 'success' variant (if available) instead of 'warning' to more clearly indicate a successful update.
```suggestion
                variant: 'success',
```"
2440782157,2029660368,ellipsis-dev[bot],,,"Remove the extra leading space in the 'toast' message value (' 프로젝트 경로가 업데이트되었습니다.') to ensure the text appears correctly.
```suggestion
                ""toast"": ""프로젝트 경로가 업데이트되었습니다."",
```"
2440782157,2029660369,ellipsis-dev[bot],,,"Remove the unnecessary leading space in the `'toast'` value (`' 项目路径已更新。'`) within the `'updatePath'` dialog section.
```suggestion
                ""toast"": ""项目路径已更新。""
```"
2583101319,2139331262,Copilot,,,"Split the two statements onto separate lines for clarity and avoid combining logic on one line. For example:
```dart
final title = repoSplited?.lastOrNull ?? e.repository;
repoSplited?.removeLast();
```
```suggestion
    final title = repoSplited?.lastOrNull ?? e.repository;
    repoSplited?.removeLast();
```"
2583101319,2139331282,Copilot,,,"[nitpick] The string interpolation may produce a double space when `all` is false (e.g., `'image prune  -f'`). Consider moving the leading space into the conditional:  
```dart
final cmd = 'image prune${all ? "" -a"" : """"} -f';
```
```suggestion
    final cmd = 'image prune${all ? "" -a"" : """"} -f';
```"
2583101319,2139331290,Copilot,,,"There's a typo in the setting key `contaienrAutoRefresh`. This will always be false. It should match the intended name, e.g., `containerAutoRefresh`.
```suggestion
    if (Stores.setting.containerAutoRefresh.fetch()) {
```"
2603541470,2156087804,gemini-code-assist[bot],,,"![high](https://www.gstatic.com/codereviewagent/high-priority.svg)

The paths for `--env-file` and volume mounts (`/home/valtter/zen-mcp-server/.env`, `/home/valtter/zen-mcp-server/logs`) are absolute paths specific to a user's system. This makes the `.mcp.json` configuration non-portable. It's better practice to use relative paths (`./.env`, `./logs`) in Docker configurations for portability, as demonstrated in `docker-compose.yml` and `claude-config-docker.json`.

```
        ""--env-file"",
        ""./.env"",
        ""-v"",
        ""./.env:/app/.env:ro"",
        ""-v"",
        ""./logs:/app/logs"",
```"
2603541470,2156087806,gemini-code-assist[bot],,,"![high](https://www.gstatic.com/codereviewagent/high-priority.svg)

The manual setup instructions mention copying `.env.docker.example`, but this file is not included in the repository. The `docker-run.sh` script uses `run-server.sh --env-only` which creates `.env` from `.env.example`. Please update the documentation to refer to `.env.example` for consistency.

```suggestion
cp .env.example .env
```"
2603541470,2156087809,gemini-code-assist[bot],,,"![high](https://www.gstatic.com/codereviewagent/high-priority.svg)

This script generates the `.mcp.json` file using absolute paths derived from `SCRIPT_DIR`. As noted in the comment on `.mcp.json`, using absolute paths makes the configuration non-portable. Please update the script to use relative paths (`./.env`, `./logs`) in the generated `.mcp.json` content to match the other Docker configuration files and documentation.

```bash
cat > ""$SCRIPT_DIR/.mcp.json"" << EOF
{
  ""mcpServers"": {
    ""$MCP_NAME"": {
      ""command"": ""docker"",
      ""args"": [
        ""run"",
        ""-i"",
        ""--rm"",
        ""--init"",
        ""--env-file"",
        ""./.env"",
        ""-v"",
        ""./.env:/app/.env:ro"",
        ""-v"",
        ""./logs:/app/logs"",
        ""--name"",
        ""zen-mcp-container"",
        ""${IMAGE_NAME}:${IMAGE_TAG}""
      ],
      ""transport"": ""stdio""
    }
  }
}
EOF
```"
2603541470,2156087811,gemini-code-assist[bot],,,"![medium](https://www.gstatic.com/codereviewagent/medium-priority.svg)

Excluding `Dockerfile`, `docker-compose*.yml`, and `.dockerignore` from the build context is usually incorrect, as these files are often needed for the build process itself (especially the Dockerfile)."
2603541470,2156087812,gemini-code-assist[bot],,,"![medium](https://www.gstatic.com/codereviewagent/medium-priority.svg)

Adding `set -euo pipefail` at the beginning of the script will make it more robust by ensuring it exits immediately if a command fails (`-e`), if an unset variable is used (`-u`), or if any command in a pipeline fails (`-o pipefail`). Consider adding this to all new bash scripts.

```suggestion
set -euo pipefail
```"
2603541470,2156087814,gemini-code-assist[bot],,,"![medium](https://www.gstatic.com/codereviewagent/medium-priority.svg)

Using `eval` can be risky if the command string contains unsanitized user input. While the inputs here seem controlled, it's generally safer to build the command as an array and execute it directly without `eval`.

```suggestion
($BUILD_CMD)
```"
2603541470,2156087817,gemini-code-assist[bot],,,"![medium](https://www.gstatic.com/codereviewagent/medium-priority.svg)

Adding `set -euo pipefail` at the beginning of the script will make it more robust by ensuring it exits immediately if a command fails (`-e`), if an unset variable is used (`-u`), or if any command in a pipeline fails (`-o pipefail`). Consider adding this to all new bash scripts.

```suggestion
set -euo pipefail
```"
2603541470,2156087818,gemini-code-assist[bot],,,"![medium](https://www.gstatic.com/codereviewagent/medium-priority.svg)

Using `eval` can be risky if the command string contains unsanitized user input. While the inputs here seem controlled, it's generally safer to build the command as an array and execute it directly without `eval`.

```suggestion
($RUN_CMD)
```"
2603541470,2156087822,gemini-code-assist[bot],,,"![medium](https://www.gstatic.com/codereviewagent/medium-priority.svg)

Adding `set -euo pipefail` at the beginning of the script will make it more robust by ensuring it exits immediately if a command fails (`-e`), if an unset variable is used (`-u`), or if any command in a pipeline fails (`-o pipefail`). Consider adding this to all new bash scripts.

```suggestion
set -euo pipefail
```"
2603541470,2156087826,gemini-code-assist[bot],,,"![medium](https://www.gstatic.com/codereviewagent/medium-priority.svg)

Adding `set -euo pipefail` at the beginning of the script will make it more robust by ensuring it exits immediately if a command fails (`-e`), if an unset variable is used (`-u`), or if any command in a pipeline fails (`-o pipefail`). Consider adding this to all new bash scripts.

```suggestion
set -euo pipefail
```"
2561243271,2122982649,Kakulukian,,,"It could be a NaN, can you ensure this field is a string"
2561243271,2122993725,Kakulukian,,,"The parameter counting logic is mixed with metadata parsing (i.e: total_parameters), I feel it should have a clear separation between metadata parsing and parameter computation"
2561243271,2123028289,julien-c,,,"in practice we always want to compute parameters, so I think it's fine"
2561243271,2123045455,julien-c,,,c0fc9f3e3803db52ffcf31013eba5e791b054728
2360037115,1971878221,LetItRock,,,"Couldn't find a better way of doing this. 
The upsert workflow usecase is used on workflow create endpoint and also in a sync endpoint. When called from the create endpoint we would like to generate the workflow identifier based on name, but when called from sync we would like to reuse the existing identifier. "
2360037115,1971878500,LetItRock,,,that's it
2360037115,1971878978,LetItRock,,,updated e2e tests to cover that case
2360037115,1971879823,LetItRock,,,fixed dashboard promote confirm modal that clicking on it resulted in workflow editor opened
2360037115,1972256958,SokratisVidros,,,"```suggestion
        preserveWorkflowId: true,
```"
2360037115,1972259247,SokratisVidros,,,"An alternate way can be the following. 

In case of create, when we need to slugify the name, we don't have a mongo object ID. In case of update or sync, the workflow has a mongo ID. In these scenarios the workflowId is preserved."
2360037115,1973130989,LetItRock,,,"I'll rename it. The thing is that the dto passed to the usecase doesn't have the internal `_id` field, and it's a public interface."
2568596243,2127533040,Copilot,,,"The filename `predcates.ts` appears to be misspelled; it should be `predicates.ts` to match the actual source file name.
```suggestion
5. update `src/predicates.ts` to add mapping between new event names and their corresponding `*EventData` types.
```"
2607888019,2159302800,coderabbitai[bot],,,"_⚠️ Potential issue_

<details>
<summary>🧩 Verification correct</summary>

**Verify the installment calculation logic and address potential rounding issues.**

The new implementation calculates the base installment amount using floor division, but there are several concerns:

1. **Incomplete calculation**: The code adds only `baseInstallment` to the sum, but for multiple future installments, shouldn't it be `baseInstallment * (n - 1)`? If a $100 product has 4 installments, there are 3 future installments of $25 each, totaling $75, not $25.

2. **Rounding issues**: `Math.floor(price / n)` can lead to rounding discrepancies. For example, $101 ÷ 4 = $25.25, floored to $25. Four installments of $25 = $100, leaving $1 unaccounted for.

3. **Behavioral change verification**: The PR title suggests showing ""per-installment, not total"", but the variable name `futureInstallmentsWithoutTipsTotal` implies a total amount. The ""Payment today"" calculation also subtracts this value from the total, suggesting it should represent the total future payment amount.






Consider this fix if the intention is to show total future installments:

```diff
-    const baseInstallment = Math.floor(price / n);
-    return sum + baseInstallment;
+    const baseInstallment = Math.floor(price / n);
+    const futureInstallmentsCount = n - 1;
+    return sum + (baseInstallment * futureInstallmentsCount);
```

---

🏁 Script executed:

```shell
#!/bin/bash
# Verify how the futureInstallmentsWithoutTipsTotal is used in payment calculations
echo ""Searching for usage of futureInstallmentsWithoutTipsTotal:""
rg -A 3 -B 3 ""futureInstallmentsWithoutTipsTotal""

echo -e ""\nSearching for the removed helper function usage:""
rg -A 5 ""calculateFirstInstallmentPaymentPriceCents""
```

Length of output: 5557

---



</details>

**Verify the installment calculation logic and address potential rounding issues.**

The new implementation calculates the base installment amount using floor division, but there are several concerns:

1. **Incomplete calculation**: The code adds only `baseInstallment` to the sum, but for multiple future installments, shouldn't it be `baseInstallment * (n - 1)`? If a $100 product has 4 installments, there are 3 future installments of $25 each, totaling $75, not $25.

2. **Rounding issues**: `Math.floor(price / n)` can lead to rounding discrepancies. For example, $101 ÷ 4 = $25.25, floored to $25. Four installments of $25 = $100, leaving $1 unaccounted for.

3. **Behavioral change verification**: The PR title suggests showing ""per-installment, not total"", but the variable name `futureInstallmentsWithoutTipsTotal` implies a total amount. The ""Payment today"" calculation also subtracts this value from the total, suggesting it should represent the total future payment amount.




```shell
#!/bin/bash
# Verify how the futureInstallmentsWithoutTipsTotal is used in payment calculations
echo ""Searching for usage of futureInstallmentsWithoutTipsTotal:""
rg -A 3 -B 3 ""futureInstallmentsWithoutTipsTotal""

echo -e ""\nSearching for the removed helper function usage:""
rg -A 5 ""calculateFirstInstallmentPaymentPriceCents""
```

Consider this fix if the intention is to show total future installments:

```diff
-    const baseInstallment = Math.floor(price / n);
-    return sum + baseInstallment;
+    const baseInstallment = Math.floor(price / n);
+    const futureInstallmentsCount = n - 1;
+    return sum + (baseInstallment * futureInstallmentsCount);
```

<details>
<summary>🤖 Prompt for AI Agents</summary>

```
In app/javascript/components/Checkout/index.tsx around lines 195 to 198, the
installment calculation incorrectly adds only one installment amount instead of
the total for all future installments, and uses Math.floor which causes rounding
errors. To fix this, multiply the base installment amount by (n - 1) to get the
total future installments, and adjust the calculation to handle rounding
discrepancies by distributing the remainder appropriately or using a more
precise method. Also, verify that the variable
futureInstallmentsWithoutTipsTotal correctly represents the total future payment
amount as expected by the rest of the code.
```

</details>

<!-- This is an auto-generated comment by CodeRabbit -->

<!-- fingerprinting:phantom:poseidon:panther -->"
2498915494,2073553451,CarinaWolli,,,"This component was not used. Now we use it again, but only in insights/router-position"
2498915494,2073566192,cubic-dev-ai[bot],,,"<!-- metadata:{""confidence"":9,""steps"":[{""text"":""I'll review the changed lines in the PR for any issues. Let me analyze the code changes in `packages/app-store/routing-forms/components/_components/ResultSection.tsx`."",""toolCalls"":[{""args"":{""pattern"":""packages/app-store/routing-forms/components/_components/ResultSection.tsx""},""toolName"":""listFiles""}]},{""text"":""Let me check if there are any related files that might help me understand the context better:"",""toolCalls"":[{""args"":{""pattern"":""packages/app-store/routing-forms/components/_components/ServerTrans*""},""toolName"":""listFiles""}]},{""text"":""Let me check for the ServerTrans component:"",""toolCalls"":[{""args"":{""pattern"":""**/ServerTrans*""},""toolName"":""listFiles""}]},{""text"":""Let me look for the ServerTrans component in the lib directory:"",""toolCalls"":[{""args"":{""pattern"":""**/lib/components/ServerTrans*""},""toolName"":""listFiles""}]},{""text"":""Let me check for any imports of ServerTrans in other files:"",""toolCalls"":[{""args"":{""command"":""grep -r \""import ServerTrans\"" --include=\""*.tsx\"" --include=\""*.ts\"" .""},""toolName"":""executeCommand""}]},{""text"":""Let me check the ServerTrans component implementation:"",""toolCalls"":[{""args"":{""command"":""find . -name \""ServerTrans.tsx\"" -o -name \""ServerTrans.ts\""""},""toolName"":""executeCommand""}]},{""text"":""Let me examine the ServerTrans component:"",""toolCalls"":[{""args"":{""command"":""cat ./packages/lib/components/ServerTrans.tsx""},""toolName"":""executeCommand""}]},{""text"":""Now I understand the context better. Let me analyze the code changes:"",""toolCalls"":[{""args"":{""command"":""grep -r \""routing_preview_more_info_found_insights\"" --include=\""*.tsx\"" --include=\""*.ts\"" .""},""toolName"":""executeCommand""}]},{""text"":""Let me check if there are any translation files that might contain this key:"",""toolCalls"":[{""args"":{""command"":""grep -r \""routing_preview_more_info_found_insights\"" --include=\""*.json\"" .""},""toolName"":""executeCommand""}]}]} -->
Missing security attribute when using target=""_blank"""
2535685079,2101372598,ellipsis-dev[bot],,,"Consider removing or disabling debug `console.log` statements (e.g. `console.log(""addOidsToAst"", ast)`) to avoid unnecessary console output in production.
```suggestion

```
"
2535685079,2101393840,ellipsis-dev[bot],,,"The call to `processFileForMapping` is not awaited and appears before writing the file. This may lead to a race condition where the mapping works on stale file content. Consider moving/awaiting it after `fs.writeTextFile`.
"
2316032183,1941817057,coderabbitai[bot],,,"_:hammer_and_wrench: Refactor suggestion_

**Consider using a more robust initialization tracking mechanism.**

Using a global flag for initialization state is not thread-safe and could lead to race conditions in concurrent scenarios. Consider using a singleton pattern or a more robust synchronization mechanism.

Example implementation using a singleton pattern:
```typescript
class ParserInitializer {
  private static instance: ParserInitializer;
  private initialized = false;

  private constructor() {}

  static getInstance(): ParserInitializer {
    if (!ParserInitializer.instance) {
      ParserInitializer.instance = new ParserInitializer();
    }
    return ParserInitializer.instance;
  }

  async initialize(): Promise<void> {
    if (!this.initialized) {
      await Parser.init();
      this.initialized = true;
    }
  }

  isInitialized(): boolean {
    return this.initialized;
  }
}
```

<!-- This is an auto-generated comment by CodeRabbit -->"
2316032183,1941817060,coderabbitai[bot],,,"_:warning: Potential issue_

**Add error handling and input validation.**

The function lacks error handling for Parser initialization, Language loading failures, and input validation.

Consider applying this diff:
```diff
-export async function loadLanguage(langName: string) {
+export async function loadLanguage(langName: string): Promise<Parser.Language> {
+  if (!langName || typeof langName !== 'string') {
+    throw new Error('Invalid language name');
+  }
+
   if (!isParserInitialized) {
-    await Parser.init();
-    isParserInitialized = true;
+    try {
+      await Parser.init();
+      isParserInitialized = true;
+    } catch (error) {
+      throw new Error(`Failed to initialize parser: ${error.message}`);
+    }
   }
-  return await Parser.Language.load(
-    path.join('node_modules', 'tree-sitter-wasms', 'out', `tree-sitter-${langName}.wasm`),
-  );
+
+  const wasmPath = path.join('node_modules', 'tree-sitter-wasms', 'out', `tree-sitter-${langName}.wasm`);
+
+  try {
+    return await Parser.Language.load(wasmPath);
+  } catch (error) {
+    throw new Error(`Failed to load language ${langName}: ${error.message}`);
+  }
}
```


<!-- suggestion_start -->

<details>
<summary>📝 Committable suggestion</summary>

> ‼️ **IMPORTANT**
> Carefully review the code before committing. Ensure that it accurately replaces the highlighted code, contains no missing lines, and has no issues with indentation. Thoroughly test & benchmark the code to ensure it meets the requirements.

`````suggestion
export async function loadLanguage(langName: string): Promise<Parser.Language> {
  if (!langName || typeof langName !== 'string') {
    throw new Error('Invalid language name');
  }

  if (!isParserInitialized) {
    try {
      await Parser.init();
      isParserInitialized = true;
    } catch (error) {
      throw new Error(`Failed to initialize parser: ${error.message}`);
    }
  }

  const wasmPath = path.join('node_modules', 'tree-sitter-wasms', 'out', `tree-sitter-${langName}.wasm`);

  try {
    return await Parser.Language.load(wasmPath);
  } catch (error) {
    throw new Error(`Failed to load language ${langName}: ${error.message}`);
  }
}
`````

</details>

<!-- suggestion_end -->

<!-- This is an auto-generated comment by CodeRabbit -->"
2316032183,1941817064,coderabbitai[bot],,,"_:hammer_and_wrench: Refactor suggestion_

**Optimize memory usage and improve type safety.**

Consider the following improvements:
1. Use a generator to yield chunks instead of storing them in memory
2. Add type guards for error handling
3. Add input validation

```diff
 export const getFn_parseFile = async () => {
   const magicBlob = new LanguageParser();
   await magicBlob.getReady();
-  const parseFile = async (fileContent: string, filePath: string, config: RepomixConfigMerged) => {
+  const parseFile = async (
+    fileContent: string,
+    filePath: string,
+    config: RepomixConfigMerged
+  ): Promise<string | undefined> => {
+    // Validate input
+    if (!fileContent || !filePath) {
+      throw new Error('Invalid input: fileContent and filePath are required');
+    }
+
     // Split the file content into individual lines
     const lines = fileContent.split('\n');
     if (lines.length < 1) {
       return '';
     }
+
     const lang = magicBlob.guessTheLang(filePath);
     if (lang === undefined) {
       // Language not supported
       return undefined;
     }
+
     const query = await magicBlob.getQueryForLang(lang);
     const parser = await magicBlob.getParserForLang(lang);
-    const chunks = [];
+
+    // Use a generator to yield chunks
+    async function* generateChunks() {
     try {
       // Parse the file content into an Abstract Syntax Tree (AST)
       const tree = parser.parse(fileContent);
       const captures = query.captures(tree.rootNode);
       captures.sort((a, b) => a.node.startPosition.row - b.node.startPosition.row);

       for (const capture of captures) {
         const { node, name } = capture;
         const startRow = node.startPosition.row;
         const endRow = node.endPosition.row;

         if (!name.includes('name') || !lines[startRow]) {
           continue;
         }

         const selectedLines = lines.slice(startRow, endRow + 1);
         if (selectedLines.length < 1) {
           continue;
         }

-        const chunk = selectedLines.join('\n');
-        chunks.push(chunk);
+        yield selectedLines.join('\n');
       }
-    } catch (error) {
-      console.log(`Error parsing file: ${error}\n`);
+    } catch (error: unknown) {
+      const context = {
+        filePath,
+        language: lang,
+        error: error instanceof Error ? error.message : String(error)
+      };
+      console.error('Error parsing file:', context);
+      throw new Error(`Failed to parse ${filePath}: ${context.error}`);
     }
-    return chunks.join('\n');
+    }
+
+    // Collect chunks with reduced memory usage
+    const chunks: string[] = [];
+    for await (const chunk of generateChunks()) {
+      chunks.push(chunk);
+    }
+    return chunks.join('\n');
   };
   return parseFile;
 };
```


<!-- suggestion_start -->

<details>
<summary>📝 Committable suggestion</summary>

> ‼️ **IMPORTANT**
> Carefully review the code before committing. Ensure that it accurately replaces the highlighted code, contains no missing lines, and has no issues with indentation. Thoroughly test & benchmark the code to ensure it meets the requirements.

`````suggestion
export const getFn_parseFile = async () => {
  const magicBlob = new LanguageParser();
  await magicBlob.getReady();
  const parseFile = async (
    fileContent: string,
    filePath: string,
    config: RepomixConfigMerged
  ): Promise<string | undefined> => {
    // Validate input
    if (!fileContent || !filePath) {
      throw new Error('Invalid input: fileContent and filePath are required');
    }

    // Split the file content into individual lines
    const lines = fileContent.split('\n');
    if (lines.length < 1) {
      return '';
    }
    const lang = magicBlob.guessTheLang(filePath);
    if (lang === undefined) {
      // Language not supported
      return undefined;
    }
    const query = await magicBlob.getQueryForLang(lang);
    const parser = await magicBlob.getParserForLang(lang);

    // Use a generator to yield chunks
    async function* generateChunks() {
      try {
        // Parse the file content into an Abstract Syntax Tree (AST)
        const tree = parser.parse(fileContent);
        const captures = query.captures(tree.rootNode);
        captures.sort((a, b) => a.node.startPosition.row - b.node.startPosition.row);

        for (const capture of captures) {
          const { node, name } = capture;
          const startRow = node.startPosition.row;
          const endRow = node.endPosition.row;

          if (!name.includes('name') || !lines[startRow]) {
            continue;
          }
          const selectedLines = lines.slice(startRow, endRow + 1);
          if (selectedLines.length < 1) {
            continue;
          }
          yield selectedLines.join('\n');
        }
      } catch (error: unknown) {
        const context = {
          filePath,
          language: lang,
          error: error instanceof Error ? error.message : String(error)
        };
        console.error('Error parsing file:', context);
        throw new Error(`Failed to parse ${filePath}: ${context.error}`);
      }
    }

    // Collect chunks with reduced memory usage
    const chunks: string[] = [];
    for await (const chunk of generateChunks()) {
      chunks.push(chunk);
    }
    return chunks.join('\n');
  };
  return parseFile;
};
`````

</details>

<!-- suggestion_end -->

<!-- This is an auto-generated comment by CodeRabbit -->"
2316032183,1941817068,coderabbitai[bot],,,"_:hammer_and_wrench: Refactor suggestion_

**Improve TypeScript file detection and error handling.**

Several improvements needed:
1. The `.ts` extension check misses `.tsx` files
2. Silent fallback to original content masks parsing errors
3. No error handling for parser initialization

```diff
-  if (config.output.onlyDefs && filePath.endsWith('.ts')) {
+  const isTypeScriptFile = /\.[tj]sx?$/.test(filePath);
+  if (config.output.onlyDefs && isTypeScriptFile) {
+    try {
+      const parseFile = await getFn_parseFile();
+      if (!parseFile) {
+        logger.warn(`Failed to initialize TypeScript parser for ${filePath}`);
+        return processedContent;
+      }
+      const parsedContent = await parseFile(processedContent, filePath, config);
+      if (parsedContent === null) {
+        logger.warn(`Failed to parse definitions from ${filePath}`);
+        return processedContent;
+      }
+      processedContent = parsedContent;
+    } catch (error) {
+      logger.error(`Error parsing definitions from ${filePath}: ${error}`);
+      return processedContent;
+    }
-    const parseFile = await getFn_parseFile();
-    processedContent = (await parseFile(processedContent, filePath, config)) ?? processedContent;
```


<!-- suggestion_start -->

<details>
<summary>📝 Committable suggestion</summary>

> ‼️ **IMPORTANT**
> Carefully review the code before committing. Ensure that it accurately replaces the highlighted code, contains no missing lines, and has no issues with indentation. Thoroughly test & benchmark the code to ensure it meets the requirements.

`````suggestion
  const isTypeScriptFile = /\.[tj]sx?$/.test(filePath);
  if (config.output.onlyDefs && isTypeScriptFile) {
    try {
      const parseFile = await getFn_parseFile();
      if (!parseFile) {
        logger.warn(`Failed to initialize TypeScript parser for ${filePath}`);
        return processedContent;
      }
      const parsedContent = await parseFile(processedContent, filePath, config);
      if (parsedContent === null) {
        logger.warn(`Failed to parse definitions from ${filePath}`);
        return processedContent;
      }
      processedContent = parsedContent;
    } catch (error) {
      logger.error(`Error parsing definitions from ${filePath}: ${error}`);
      return processedContent;
    }
`````

</details>

<!-- suggestion_end -->

<!-- This is an auto-generated comment by CodeRabbit -->"
2316032183,1941817069,coderabbitai[bot],,,"_:hammer_and_wrench: Refactor suggestion_

**Add tests for the onlyDefs flag.**

While the `onlyDefs` property is correctly added to the mocked configuration, there are no tests for this functionality.


Add a new test suite for the `onlyDefs` flag:
```diff
+describe('onlyDefs flag', () => {
+  it('should handle --only-defs flag', async () => {
+    const options: CliOptions = {
+      onlyDefs: true,
+    };
+
+    await runDefaultAction('.', process.cwd(), options);
+
+    expect(configLoader.mergeConfigs).toHaveBeenCalledWith(
+      process.cwd(),
+      expect.anything(),
+      expect.objectContaining({
+        output: {
+          onlyDefs: true,
+        },
+      }),
+    );
+  });
+
+  it('should handle explicit --no-only-defs flag', async () => {
+    const options: CliOptions = {
+      onlyDefs: false,
+    };
+
+    await runDefaultAction('.', process.cwd(), options);
+
+    expect(configLoader.mergeConfigs).toHaveBeenCalledWith(
+      process.cwd(),
+      expect.anything(),
+      expect.objectContaining({
+        output: {
+          onlyDefs: false,
+        },
+      }),
+    );
+  });
+});
```


<!-- suggestion_start -->

<details>
<summary>📝 Committable suggestion</summary>

> ‼️ **IMPORTANT**
> Carefully review the code before committing. Ensure that it accurately replaces the highlighted code, contains no missing lines, and has no issues with indentation. Thoroughly test & benchmark the code to ensure it meets the requirements.

`````suggestion
// ... (other tests in the file)

        onlyDefs: false,
});

// New test suite to validate the onlyDefs flag functionality
describe('onlyDefs flag', () => {
  it('should handle --only-defs flag', async () => {
    const options: CliOptions = {
      onlyDefs: true,
    };

    await runDefaultAction('.', process.cwd(), options);

    expect(configLoader.mergeConfigs).toHaveBeenCalledWith(
      process.cwd(),
      expect.anything(),
      expect.objectContaining({
        output: {
          onlyDefs: true,
        },
      }),
    );
  });

  it('should handle explicit --no-only-defs flag', async () => {
    const options: CliOptions = {
      onlyDefs: false,
    };

    await runDefaultAction('.', process.cwd(), options);

    expect(configLoader.mergeConfigs).toHaveBeenCalledWith(
      process.cwd(),
      expect.anything(),
      expect.objectContaining({
        output: {
          onlyDefs: false,
        },
      }),
    );
  });
});
`````

</details>

<!-- suggestion_end -->

<!-- This is an auto-generated comment by CodeRabbit -->"
2316032183,1952945074,coderabbitai[bot],,,"_:warning: Potential issue_

**Add error handling in prepareLang.**

The method should handle potential errors from `loadLanguage` and `parser.setLanguage`.

```diff
 private async prepareLang(name: SupportedLang) {
-  const lang = await loadLanguage(name);
-  const parser = new Parser();
-  parser.setLanguage(lang);
-  this.loadedParsers[name] = parser;
-  this.loadedQueries[name] = lang.query(lang2Query[name]);
+  try {
+    const lang = await loadLanguage(name);
+    const parser = new Parser();
+    parser.setLanguage(lang);
+    this.loadedParsers[name] = parser;
+    this.loadedQueries[name] = lang.query(lang2Query[name]);
+  } catch (error) {
+    throw new Error(`Failed to prepare language ${name}: ${error.message}`);
+  }
 }
```


<!-- suggestion_start -->

<details>
<summary>📝 Committable suggestion</summary>

> ‼️ **IMPORTANT**
> Carefully review the code before committing. Ensure that it accurately replaces the highlighted code, contains no missing lines, and has no issues with indentation. Thoroughly test & benchmark the code to ensure it meets the requirements.

`````suggestion
  private async prepareLang(name: SupportedLang) {
    try {
      const lang = await loadLanguage(name);
      const parser = new Parser();
      parser.setLanguage(lang);
      this.loadedParsers[name] = parser;
      this.loadedQueries[name] = lang.query(lang2Query[name]);
    } catch (error) {
      throw new Error(`Failed to prepare language ${name}: ${error.message}`);
    }
  }
`````

</details>

<!-- suggestion_end -->

<!-- This is an auto-generated comment by CodeRabbit -->"
