agent,pr_id,pr_number,repo_url,pr_url,issue_url,issue_number,created_at
Human,2398994327,6182,https://github.com/medplum/medplum,https://github.com/medplum/medplum/pull/6182,https://github.com/medplum/medplum/issues/6272,6272,2025-03-31T19:50:04Z
Human,2398817362,12889,https://github.com/prebid/Prebid.js,https://github.com/prebid/Prebid.js/pull/12889,https://github.com/prebid/Prebid.js/issues/12973,12973,2025-04-08T14:41:55Z
Human,2505250834,196,https://github.com/synth-inc/onit,https://github.com/synth-inc/onit/pull/196,https://github.com/synth-inc/onit/issues/195,195,2025-05-07T19:08:41Z
Human,2355228298,17651,https://github.com/oven-sh/bun,https://github.com/oven-sh/bun/pull/17651,https://github.com/oven-sh/bun/issues/20325,20325,2025-06-11T21:54:52Z
Human,2621785298,432,https://github.com/milkshakesoftware/PreMailer.Net,https://github.com/milkshakesoftware/PreMailer.Net/pull/432,https://github.com/milkshakesoftware/PreMailer.Net/issues/431,431,2025-06-26T17:57:54Z
Human,2494739409,9066,https://github.com/dotnet/aspire,https://github.com/dotnet/aspire/pull/9066,https://github.com/dotnet/aspire/issues/8863,8863,2025-05-05T21:27:22Z
Human,2494739409,9066,https://github.com/dotnet/aspire,https://github.com/dotnet/aspire/pull/9066,https://github.com/dotnet/aspire/issues/5367,5367,2025-05-05T21:27:31Z
Human,2494739409,9066,https://github.com/dotnet/aspire,https://github.com/dotnet/aspire/pull/9066,https://github.com/dotnet/aspire/issues/7276,7276,2025-05-05T21:27:44Z
Human,2473859555,10237,https://github.com/fluent/fluent-bit,https://github.com/fluent/fluent-bit/pull/10237,https://github.com/fluent/fluent-bit/issues/9544,9544,2025-04-25T06:40:13Z
Human,2518951807,35947,https://github.com/microsoft/playwright,https://github.com/microsoft/playwright/pull/35947,https://github.com/microsoft/playwright-python/issues/2818,2818,2025-05-14T11:44:08Z
Human,2518951807,35947,https://github.com/microsoft/playwright,https://github.com/microsoft/playwright/pull/35947,https://github.com/microsoft/playwright-java/issues/1777,1777,2025-05-14T11:44:09Z
Human,2518951807,35947,https://github.com/microsoft/playwright,https://github.com/microsoft/playwright/pull/35947,https://github.com/microsoft/playwright-dotnet/issues/3149,3149,2025-05-14T11:44:10Z
Human,2392695159,2370,https://github.com/crewAIInc/crewAI,https://github.com/crewAIInc/crewAI/pull/2370,https://github.com/crewAIInc/crewAI/issues/2356,2356,2025-03-25T15:36:27Z
Human,2565225204,250559,https://github.com/microsoft/vscode,https://github.com/microsoft/vscode/pull/250559,https://github.com/microsoft/vscode/issues/249390,249390,2025-06-04T15:48:11Z
Human,2320542131,51,https://github.com/synth-inc/onit,https://github.com/synth-inc/onit/pull/51,https://github.com/synth-inc/onit/issues/26,26,2025-02-24T22:28:33Z
Human,2267796078,2605,https://github.com/promptfoo/promptfoo,https://github.com/promptfoo/promptfoo/pull/2605,https://github.com/promptfoo/promptfoo/issues/2582,2582,2025-01-09T10:15:29Z
Human,2372792622,3859,https://github.com/wvlet/airframe,https://github.com/wvlet/airframe/pull/3859,https://github.com/wvlet/airframe/issues/3852,3852,2025-03-05T07:50:15Z
Human,2456333978,10,https://github.com/bytebot-ai/bytebot,https://github.com/bytebot-ai/bytebot/pull/10,https://github.com/bytebot-ai/bytebot/issues/12,12,2025-04-15T19:18:38Z
Human,2340033221,44,https://github.com/microsoft/Generative-AI-for-beginners-dotnet,https://github.com/microsoft/Generative-AI-for-beginners-dotnet/pull/44,https://github.com/microsoft/Generative-AI-for-beginners-dotnet/issues/43,43,2025-02-17T15:28:36Z
Human,2564165643,24,https://github.com/leonardsellem/n8n-mcp-server,https://github.com/leonardsellem/n8n-mcp-server/pull/24,https://github.com/leonardsellem/n8n-mcp-server/issues/5,5,2025-06-03T14:24:39Z
Human,2345563693,24832,https://github.com/microsoft/vscode-python,https://github.com/microsoft/vscode-python/pull/24832,https://github.com/microsoft/vscode-python/issues/23382,23382,2025-02-22T06:23:54Z
Human,2406858651,13168,https://github.com/near/nearcore,https://github.com/near/nearcore/pull/13168,https://github.com/near/nearcore/issues/13149,13149,2025-03-26T09:02:16Z
Human,2398694893,5350,https://github.com/dotnet/diagnostics,https://github.com/dotnet/diagnostics/pull/5350,https://github.com/dotnet/runtime/issues/110758,110758,2025-03-28T18:12:23Z
Human,2602937074,5621,https://github.com/Flagsmith/flagsmith,https://github.com/Flagsmith/flagsmith/pull/5621,https://github.com/Flagsmith/flagsmith/issues/5572,5572,2025-06-19T18:40:06Z
Human,2602937074,5621,https://github.com/Flagsmith/flagsmith,https://github.com/Flagsmith/flagsmith/pull/5621,https://github.com/Flagsmith/flagsmith/issues/5498,5498,2025-06-19T18:40:11Z
Human,2520130599,981,https://github.com/AgentOps-AI/agentops,https://github.com/AgentOps-AI/agentops/pull/981,https://github.com/AgentOps-AI/agentops/issues/502,502,2025-06-12T16:14:14Z
Human,2440379738,106,https://github.com/github/github-mcp-server,https://github.com/github/github-mcp-server/pull/106,https://github.com/github/github-mcp-server/issues/416,416,2025-05-20T09:40:19Z
Human,2426309146,6538,https://github.com/elsa-workflows/elsa-core,https://github.com/elsa-workflows/elsa-core/pull/6538,https://github.com/elsa-workflows/elsa-core/issues/6666,6666,2025-05-21T08:15:51Z
Human,2578855898,5676,https://github.com/rsyslog/rsyslog,https://github.com/rsyslog/rsyslog/pull/5676,https://github.com/rsyslog/rsyslog/issues/5615,5615,2025-06-10T09:29:12Z
Human,2276244631,135,https://github.com/PriorLabs/TabPFN,https://github.com/PriorLabs/TabPFN/pull/135,https://github.com/PriorLabs/TabPFN/issues/136,136,2025-01-14T15:30:10Z
Human,2276244631,135,https://github.com/PriorLabs/TabPFN,https://github.com/PriorLabs/TabPFN/pull/135,https://github.com/PriorLabs/TabPFN/issues/155,155,2025-01-24T00:12:41Z
Human,2323078609,7468,https://github.com/dotnet/aspire,https://github.com/dotnet/aspire/pull/7468,https://github.com/dotnet/aspire/issues/7093,7093,2025-02-10T20:10:44Z
Human,2307381985,3628,https://github.com/marimo-team/marimo,https://github.com/marimo-team/marimo/pull/3628,https://github.com/marimo-team/marimo/issues/3756,3756,2025-02-17T18:20:45Z
Human,2502726482,18537,https://github.com/dotnet/fsharp,https://github.com/dotnet/fsharp/pull/18537,https://github.com/dotnet/fsharp/issues/18691,18691,2025-06-16T12:11:27Z
Human,2502726482,18537,https://github.com/dotnet/fsharp,https://github.com/dotnet/fsharp/pull/18537,https://github.com/dotnet/fsharp/issues/18693,18693,2025-06-17T00:19:24Z
Human,2502726482,18537,https://github.com/dotnet/fsharp,https://github.com/dotnet/fsharp/pull/18537,https://github.com/dotnet/fsharp/issues/18695,18695,2025-06-17T12:15:13Z
Human,2559740994,13240,https://github.com/prebid/Prebid.js,https://github.com/prebid/Prebid.js/pull/13240,https://github.com/prebid/Prebid.js/issues/11377,11377,2025-06-02T15:50:02Z
Human,2320214640,60227,https://github.com/dotnet/aspnetcore,https://github.com/dotnet/aspnetcore/pull/60227,https://github.com/dotnet/dnceng/issues/3008,3008,2025-02-06T19:02:15Z
Human,2550767144,10397,https://github.com/fluent/fluent-bit,https://github.com/fluent/fluent-bit/pull/10397,https://github.com/fluent/fluent-bit/issues/10284,10284,2025-06-03T04:17:21Z
Human,2496550913,949,https://github.com/AgentOps-AI/agentops,https://github.com/AgentOps-AI/agentops/pull/949,https://github.com/AgentOps-AI/agentops/issues/1045,1045,2025-06-12T16:14:26Z
Human,2362132473,1142,https://github.com/Edgenesis/shifu,https://github.com/Edgenesis/shifu/pull/1142,https://github.com/Edgenesis/shifu/issues/1123,1123,2025-03-12T15:23:07Z
Human,2435916967,2916,https://github.com/vdaas/vald,https://github.com/vdaas/vald/pull/2916,https://github.com/vdaas/vald/issues/2955,2955,2025-05-01T03:18:16Z
Human,2349421328,11478,https://github.com/dotnet/msbuild,https://github.com/dotnet/msbuild/pull/11478,https://github.com/dotnet/msbuild/issues/11550,11550,2025-03-08T07:23:36Z
Human,2608245390,1625,https://github.com/567-labs/instructor,https://github.com/567-labs/instructor/pull/1625,https://github.com/567-labs/instructor/issues/1623,1623,2025-06-20T19:15:57Z
Human,2320412948,57289,https://github.com/JuliaLang/julia,https://github.com/JuliaLang/julia/pull/57289,https://github.com/JuliaInterop/ObjectiveC.jl/issues/55,55,2025-02-12T18:30:31Z
Human,2554005733,97,https://github.com/reneschulte/WriteableBitmapEx,https://github.com/reneschulte/WriteableBitmapEx/pull/97,https://github.com/reneschulte/WriteableBitmapEx/issues/88,88,2025-06-02T11:54:51Z
Human,2541207266,74,https://github.com/Shopify/roast,https://github.com/Shopify/roast/pull/74,https://github.com/Shopify/roast/issues/66,66,2025-05-28T23:46:27Z
Human,2541207266,74,https://github.com/Shopify/roast,https://github.com/Shopify/roast/pull/74,https://github.com/Shopify/roast/issues/67,67,2025-05-28T23:46:58Z
Human,2421136185,244826,https://github.com/microsoft/vscode,https://github.com/microsoft/vscode/pull/244826,https://github.com/microsoft/vscode/issues/244841,244841,2025-03-27T09:51:22Z
Human,2348525274,10870,https://github.com/Azure/azure-functions-host,https://github.com/Azure/azure-functions-host/pull/10870,https://github.com/Azure/azure-functions-host/issues/7285,7285,2025-06-19T16:05:19Z
Human,2337700846,1165,https://github.com/julep-ai/julep,https://github.com/julep-ai/julep/pull/1165,https://github.com/julep-ai/julep/issues/881,881,2025-02-15T17:13:44Z
Human,2368958658,113,https://github.com/synth-inc/onit,https://github.com/synth-inc/onit/pull/113,https://github.com/synth-inc/onit/issues/104,104,2025-03-04T22:51:31Z
Human,2402549549,61009,https://github.com/dotnet/aspnetcore,https://github.com/dotnet/aspnetcore/pull/61009,https://github.com/dotnet/arcade/issues/9009,9009,2025-03-19T04:00:11Z
Human,2402549549,61009,https://github.com/dotnet/aspnetcore,https://github.com/dotnet/aspnetcore/pull/61009,https://github.com/dotnet/dnceng/issues/4115,4115,2025-03-19T04:03:47Z
Human,2272274981,179,https://github.com/Blaizzy/mlx-vlm,https://github.com/Blaizzy/mlx-vlm/pull/179,https://github.com/Blaizzy/mlx-vlm/issues/180,180,2025-01-13T14:10:37Z
Human,2379223800,9893,https://github.com/dotnet/android,https://github.com/dotnet/android/pull/9893,https://github.com/dotnet/android/issues/9571,9571,2025-04-07T19:43:34Z
Human,2389375209,1870,https://github.com/microsoft/debugpy,https://github.com/microsoft/debugpy/pull/1870,https://github.com/mfussenegger/nvim-dap-python/issues/183,183,2025-05-12T19:09:15Z
Human,2389295388,108,https://github.com/openai/openai-agents-python,https://github.com/openai/openai-agents-python/pull/108,https://github.com/openai/openai-agents-python/issues/107,107,2025-03-12T22:06:28Z
Human,2562315498,2996,https://github.com/vdaas/vald,https://github.com/vdaas/vald/pull/2996,https://github.com/vdaas/vald/issues/3037,3037,2025-07-01T03:41:14Z
Human,2352173892,229,https://github.com/optiscaler/OptiScaler,https://github.com/optiscaler/OptiScaler/pull/229,https://github.com/optiscaler/OptiScaler/issues/377,377,2025-04-04T18:51:54Z
Human,2503048457,850,https://github.com/microsoft/typescript-go,https://github.com/microsoft/typescript-go/pull/850,https://github.com/microsoft/typescript-go/issues/1016,1016,2025-06-05T09:02:26Z
Human,2461845093,5437,https://github.com/dotnet/diagnostics,https://github.com/dotnet/diagnostics/pull/5437,https://github.com/dotnet/source-build/issues/5070,5070,2025-04-23T06:50:17Z
Human,2305996944,158,https://github.com/JoshuaC215/agent-service-toolkit,https://github.com/JoshuaC215/agent-service-toolkit/pull/158,https://github.com/JoshuaC215/agent-service-toolkit/issues/157,157,2025-01-30T04:12:31Z
Human,2309783635,1092,https://github.com/obi1kenobi/cargo-semver-checks,https://github.com/obi1kenobi/cargo-semver-checks/pull/1092,https://github.com/obi1kenobi/cargo-semver-checks/issues/57,57,2025-01-31T20:59:58Z
Human,2377439525,17954,https://github.com/oven-sh/bun,https://github.com/oven-sh/bun/pull/17954,https://github.com/oven-sh/bun/issues/18007,18007,2025-03-09T04:03:57Z
Human,2377439525,17954,https://github.com/oven-sh/bun,https://github.com/oven-sh/bun/pull/17954,https://github.com/oven-sh/bun/issues/18155,18155,2025-03-13T22:11:16Z
Human,2377439525,17954,https://github.com/oven-sh/bun,https://github.com/oven-sh/bun/pull/17954,https://github.com/oven-sh/bun/issues/18166,18166,2025-03-14T22:23:27Z
Human,2291207655,1077,https://github.com/EricLBuehler/mistral.rs,https://github.com/EricLBuehler/mistral.rs/pull/1077,https://github.com/EricLBuehler/mistral.rs/issues/156,156,2025-01-22T02:50:04Z
Human,2444288665,1094,https://github.com/instantdb/instant,https://github.com/instantdb/instant/pull/1094,https://github.com/instantdb/instant/issues/617,617,2025-04-07T21:58:52Z
Human,2257179169,1018,https://github.com/EricLBuehler/mistral.rs,https://github.com/EricLBuehler/mistral.rs/pull/1018,https://github.com/EricLBuehler/mistral.rs/issues/1016,1016,2025-01-01T19:17:33Z
Human,2580388604,18677,https://github.com/dotnet/fsharp,https://github.com/dotnet/fsharp/pull/18677,https://github.com/dotnet/fsharp/issues/18691,18691,2025-06-16T12:11:27Z
Human,2580388604,18677,https://github.com/dotnet/fsharp,https://github.com/dotnet/fsharp/pull/18677,https://github.com/dotnet/fsharp/issues/18693,18693,2025-06-17T00:19:24Z
Human,2580388604,18677,https://github.com/dotnet/fsharp,https://github.com/dotnet/fsharp/pull/18677,https://github.com/dotnet/fsharp/issues/18695,18695,2025-06-17T12:15:13Z
Human,2570328421,2964,https://github.com/crewAIInc/crewAI,https://github.com/crewAIInc/crewAI/pull/2964,https://github.com/crewAIInc/crewAI/issues/2798,2798,2025-06-05T13:42:39Z
Human,2523726246,8231,https://github.com/stanfordnlp/dspy,https://github.com/stanfordnlp/dspy/pull/8231,https://github.com/stanfordnlp/dspy/issues/7847,7847,2025-05-29T20:43:27Z
Human,2330194988,2841,https://github.com/vdaas/vald,https://github.com/vdaas/vald/pull/2841,https://github.com/vdaas/vald/issues/2877,2877,2025-03-01T02:58:00Z
Human,2316190860,1102,https://github.com/obi1kenobi/cargo-semver-checks,https://github.com/obi1kenobi/cargo-semver-checks/pull/1102,https://github.com/obi1kenobi/cargo-semver-checks/issues/57,57,2025-02-04T21:58:47Z
Human,2387680586,1670,https://github.com/celestiaorg/celestia-core,https://github.com/celestiaorg/celestia-core/pull/1670,https://github.com/celestiaorg/celestia-core/issues/1667,1667,2025-03-16T08:34:03Z
Human,2387680586,1670,https://github.com/celestiaorg/celestia-core,https://github.com/celestiaorg/celestia-core/pull/1670,https://github.com/celestiaorg/celestia-core/issues/1661,1661,2025-03-16T08:34:42Z
Human,2526673638,843,https://github.com/Uberi/speech_recognition,https://github.com/Uberi/speech_recognition/pull/843,https://github.com/Uberi/speech_recognition/issues/844,844,2025-05-18T08:14:06Z
Human,2305762055,4774,https://github.com/microsoft/msquic,https://github.com/microsoft/msquic/pull/4774,https://github.com/microsoft/netperf/issues/496,496,2025-01-30T23:24:23Z
Human,2533911271,809,https://github.com/go-vikunja/vikunja,https://github.com/go-vikunja/vikunja/pull/809,https://github.com/go-vikunja/vikunja/issues/529,529,2025-06-24T20:58:57Z
Human,2309904375,112047,https://github.com/dotnet/runtime,https://github.com/dotnet/runtime/pull/112047,https://github.com/dotnet/runtime/issues/103524,103524,2025-01-31T23:02:14Z
Human,2385053787,1892,https://github.com/cornerstonejs/cornerstone3D,https://github.com/cornerstonejs/cornerstone3D/pull/1892,https://github.com/cornerstonejs/cornerstone3D/issues/1874,1874,2025-03-12T11:07:25Z
Human,2562259682,1408,https://github.com/EricLBuehler/mistral.rs,https://github.com/EricLBuehler/mistral.rs/pull/1408,https://github.com/EricLBuehler/mistral.rs/issues/1407,1407,2025-06-03T00:39:10Z
Human,2573822378,4462,https://github.com/Azure/azure-functions-core-tools,https://github.com/Azure/azure-functions-core-tools/pull/4462,https://github.com/Azure/azure-functions-core-tools/issues/4418,4418,2025-06-17T21:15:00Z
Human,2261059610,310,https://github.com/stack-chan/stack-chan,https://github.com/stack-chan/stack-chan/pull/310,https://github.com/stack-chan/stack-chan/issues/253,253,2025-01-06T03:16:53Z
Human,2301785115,2861,https://github.com/promptfoo/promptfoo,https://github.com/promptfoo/promptfoo/pull/2861,https://github.com/promptfoo/promptfoo/issues/2832,2832,2025-01-29T00:21:24Z
Human,2446358343,246003,https://github.com/microsoft/vscode,https://github.com/microsoft/vscode/pull/246003,https://github.com/microsoft/vscode/issues/246062,246062,2025-04-09T09:42:44Z
Human,2348455611,15561,https://github.com/dotnet/arcade,https://github.com/dotnet/arcade/pull/15561,https://github.com/dotnet/arcade/issues/15531,15531,2025-03-12T20:52:37Z
Human,2348455611,15561,https://github.com/dotnet/arcade,https://github.com/dotnet/arcade/pull/15561,https://github.com/dotnet/arcade/issues/15530,15530,2025-03-12T20:53:09Z
Human,2616703570,2191,https://github.com/liam-hq/liam,https://github.com/liam-hq/liam/pull/2191,https://github.com/liam-hq/liam/issues/2157,2157,2025-06-26T03:27:23Z
Human,2345606147,7690,https://github.com/dotnet/aspire,https://github.com/dotnet/aspire/pull/7690,https://github.com/dotnet/aspire/issues/7665,7665,2025-02-20T00:11:13Z
Human,2343639006,2864,https://github.com/vdaas/vald,https://github.com/vdaas/vald/pull/2864,https://github.com/vdaas/vald/issues/2877,2877,2025-03-01T02:58:00Z
Human,2579412972,2983,https://github.com/crewAIInc/crewAI,https://github.com/crewAIInc/crewAI/pull/2983,https://github.com/crewAIInc/crewAI/issues/195,195,2025-06-10T17:26:01Z
Human,2457105849,6158,https://github.com/duplicati/duplicati,https://github.com/duplicati/duplicati/pull/6158,https://github.com/duplicati/duplicati/issues/6129,6129,2025-04-16T12:16:38Z
Human,2415170714,1127,https://github.com/sequinstream/sequin,https://github.com/sequinstream/sequin/pull/1127,https://github.com/sequinstream/sequin/issues/1117,1117,2025-03-26T17:12:36Z
Human,2528540855,18573,https://github.com/dotnet/fsharp,https://github.com/dotnet/fsharp/pull/18573,https://github.com/dotnet/fsharp/issues/18572,18572,2025-05-19T12:12:01Z
Human,2528540855,18573,https://github.com/dotnet/fsharp,https://github.com/dotnet/fsharp/pull/18573,https://github.com/dotnet/fsharp/issues/18691,18691,2025-06-16T12:11:27Z
Human,2528540855,18573,https://github.com/dotnet/fsharp,https://github.com/dotnet/fsharp/pull/18573,https://github.com/dotnet/fsharp/issues/18693,18693,2025-06-17T00:19:24Z
Human,2528540855,18573,https://github.com/dotnet/fsharp,https://github.com/dotnet/fsharp/pull/18573,https://github.com/dotnet/fsharp/issues/18695,18695,2025-06-17T12:15:13Z
Human,2592855865,1533,https://github.com/RockChinQ/LangBot,https://github.com/RockChinQ/LangBot/pull/1533,https://github.com/RockChinQ/LangBot/issues/1353,1353,2025-06-15T09:28:32Z
Human,2592855865,1533,https://github.com/RockChinQ/LangBot,https://github.com/RockChinQ/LangBot/pull/1533,https://github.com/RockChinQ/LangBot/issues/1280,1280,2025-06-15T09:28:50Z
Human,2298301775,1319,https://github.com/567-labs/instructor,https://github.com/567-labs/instructor/pull/1319,https://github.com/567-labs/instructor/issues/909,909,2025-03-06T12:20:55Z
Human,2352020703,452,https://github.com/elixir-lsp/vscode-elixir-ls,https://github.com/elixir-lsp/vscode-elixir-ls/pull/452,https://github.com/elixir-lsp/vscode-elixir-ls/issues/446,446,2025-02-27T09:59:18Z
Human,2456002199,1292,https://github.com/RockChinQ/LangBot,https://github.com/RockChinQ/LangBot/pull/1292,https://github.com/anaer/blog/issues/110,110,2025-04-14T15:11:19Z
Human,2379750213,6475,https://github.com/elsa-workflows/elsa-core,https://github.com/elsa-workflows/elsa-core/pull/6475,https://github.com/elsa-workflows/elsa-core/issues/6500,6500,2025-03-15T00:15:05Z
Human,2285313969,1056,https://github.com/onlook-dev/onlook,https://github.com/onlook-dev/onlook/pull/1056,https://github.com/onlook-dev/onlook/issues/1079,1079,2025-01-22T03:31:01Z
Human,2619639653,20652,https://github.com/oven-sh/bun,https://github.com/oven-sh/bun/pull/20652,https://github.com/oven-sh/bun/issues/20757,20757,2025-07-02T06:52:27Z
Human,2569274300,18660,https://github.com/dotnet/fsharp,https://github.com/dotnet/fsharp/pull/18660,https://github.com/dotnet/fsharp/issues/18691,18691,2025-06-16T12:11:27Z
Human,2569274300,18660,https://github.com/dotnet/fsharp,https://github.com/dotnet/fsharp/pull/18660,https://github.com/dotnet/fsharp/issues/18693,18693,2025-06-17T00:19:24Z
Human,2569274300,18660,https://github.com/dotnet/fsharp,https://github.com/dotnet/fsharp/pull/18660,https://github.com/dotnet/fsharp/issues/18695,18695,2025-06-17T12:15:13Z
Human,2452691617,114517,https://github.com/dotnet/runtime,https://github.com/dotnet/runtime/pull/114517,https://github.com/dotnet/runtime/issues/114295,114295,2025-05-08T15:10:57Z
Human,2523380768,9348,https://github.com/dotnet/aspire,https://github.com/dotnet/aspire/pull/9348,https://github.com/dotnet/aspire/issues/9259,9259,2025-05-19T16:36:45Z
Human,2414338451,56369,https://github.com/airbytehq/airbyte,https://github.com/airbytehq/airbyte/pull/56369,https://github.com/airbytehq/airbyte/issues/56371,56371,2025-03-28T13:27:26Z
Human,2366586187,6460,https://github.com/elsa-workflows/elsa-core,https://github.com/elsa-workflows/elsa-core/pull/6460,https://github.com/elsa-workflows/elsa-core/issues/6748,6748,2025-06-23T08:59:02Z
Human,2365158528,1489,https://github.com/onlook-dev/onlook,https://github.com/onlook-dev/onlook/pull/1489,https://github.com/onlook-dev/onlook/issues/1594,1594,2025-03-13T21:32:40Z
Human,2379730552,7961,https://github.com/dotnet/aspire,https://github.com/dotnet/aspire/pull/7961,https://github.com/dotnet/aspire/issues/7828,7828,2025-03-09T04:30:53Z
Human,2450599913,246185,https://github.com/microsoft/vscode,https://github.com/microsoft/vscode/pull/246185,https://github.com/microsoft/vscode/issues/246348,246348,2025-04-11T20:24:44Z
Human,2365420200,17805,https://github.com/oven-sh/bun,https://github.com/oven-sh/bun/pull/17805,https://github.com/oven-sh/bun/issues/17625,17625,2025-03-01T06:29:14Z
Human,2365420200,17805,https://github.com/oven-sh/bun,https://github.com/oven-sh/bun/pull/17805,https://github.com/oven-sh/bun/issues/17856,17856,2025-03-02T19:46:11Z
Human,2365420200,17805,https://github.com/oven-sh/bun,https://github.com/oven-sh/bun/pull/17805,https://github.com/oven-sh/bun/issues/17959,17959,2025-03-07T15:58:05Z
Human,2470590805,8892,https://github.com/dotnet/aspire,https://github.com/dotnet/aspire/pull/8892,https://github.com/dotnet/aspire/issues/8964,8964,2025-04-25T06:46:10Z
Human,2470590805,8892,https://github.com/dotnet/aspire,https://github.com/dotnet/aspire/pull/8892,https://github.com/dotnet/aspire/issues/8727,8727,2025-04-28T04:43:55Z
Human,2602449406,116793,https://github.com/dotnet/runtime,https://github.com/dotnet/runtime/pull/116793,https://github.com/dotnet/runtime/issues/116279,116279,2025-06-18T21:06:12Z
Human,2602449406,116793,https://github.com/dotnet/runtime,https://github.com/dotnet/runtime/pull/116793,https://github.com/dotnet/runtime/issues/116558,116558,2025-06-18T21:06:25Z
Human,2602449406,116793,https://github.com/dotnet/runtime,https://github.com/dotnet/runtime/pull/116793,https://github.com/dotnet/runtime/issues/116671,116671,2025-06-18T21:06:28Z
Human,2602449406,116793,https://github.com/dotnet/runtime,https://github.com/dotnet/runtime/pull/116793,https://github.com/dotnet/runtime/issues/116746,116746,2025-06-18T21:06:32Z
Human,2593152535,238,https://github.com/PasteBar/PasteBarApp,https://github.com/PasteBar/PasteBarApp/pull/238,https://github.com/PasteBar/PasteBarApp/issues/224,224,2025-06-15T02:36:10Z
Human,2593152535,238,https://github.com/PasteBar/PasteBarApp,https://github.com/PasteBar/PasteBarApp/pull/238,https://github.com/PasteBar/PasteBarApp/issues/181,181,2025-06-18T14:15:51Z
Human,2269372748,1006,https://github.com/onlook-dev/onlook,https://github.com/onlook-dev/onlook/pull/1006,https://github.com/onlook-dev/onlook/issues/986,986,2025-01-18T20:53:16Z
Human,2395130345,2375,https://github.com/crewAIInc/crewAI,https://github.com/crewAIInc/crewAI/pull/2375,https://github.com/openlit/openlit/issues/660,660,2025-03-24T12:52:53Z
Human,2444161365,114347,https://github.com/dotnet/runtime,https://github.com/dotnet/runtime/pull/114347,https://github.com/dotnet/runtime/issues/114241,114241,2025-04-08T00:05:54Z
Human,2270694748,3395,https://github.com/marimo-team/marimo,https://github.com/marimo-team/marimo/pull/3395,https://github.com/marimo-team/marimo/issues/3504,3504,2025-01-19T19:11:43Z
Human,2279039942,3893,https://github.com/getsentry/sentry-dotnet,https://github.com/getsentry/sentry-dotnet/pull/3893,https://github.com/getsentry/sentry-unity/issues/755,755,2025-02-10T10:30:01Z
Human,2260767976,284,https://github.com/tegnike/aituber-kit,https://github.com/tegnike/aituber-kit/pull/284,https://github.com/tegnike/aituber-kit/issues/282,282,2025-01-05T14:46:48Z
Human,2260767976,284,https://github.com/tegnike/aituber-kit,https://github.com/tegnike/aituber-kit/pull/284,https://github.com/tegnike/aituber-kit/issues/281,281,2025-01-05T14:47:01Z
Human,2316217221,7408,https://github.com/dotnet/aspire,https://github.com/dotnet/aspire/pull/7408,https://github.com/dotnet/aspire/issues/7407,7407,2025-02-11T17:12:21Z
