pr_id,id,user,state,submitted_at,body
3137099861,2917580214,jennmueng,APPROVED,2025-06-11T14:51:04Z,
3139974947,2934889223,sentrivana,COMMENTED,2025-06-17T09:30:08Z,"Some high-level thoughts:

1. We seem to be stringifying the tags in multiple places. Do we need to do it in all of those? Is there a way to centralize it, e.g. move it to the end of the pipeline, e.g. in the serializer?
2. Are we sure we're not changing anything user-facing, especially in callbacks? (E.g. if a user is accessing tags in a `before_send` or similar.)"
3154088521,2936500519,michellewzhang,APPROVED,2025-06-17T17:23:38Z,"<img src=""https://media3.giphy.com/media/v1.Y2lkPWJkM2VhNTdlY2ZwcXhhYmx2OGVsMXRoN2xiZmVoemhleW9hNWhtZHl1NjFibG9obiZlcD12MV9naWZzX3RyZW5kaW5nJmN0PWc/MqCJLsOjz04wK4HiYh/giphy.gif""/>"
3140758164,2921722176,andresgutgon,COMMENTED,2025-06-12T15:35:34Z,
3161327793,2944783876,schustmi,CHANGES_REQUESTED,2025-06-20T06:56:18Z,
3161327793,2944910924,strickvl,COMMENTED,2025-06-20T07:51:01Z,
3161327793,2944943896,schustmi,APPROVED,2025-06-20T08:04:50Z,
3165205251,2947812307,mrubens,APPROVED,2025-06-21T16:37:40Z,Thank you!
3137841799,2918419594,aliu39,APPROVED,2025-06-11T19:20:36Z,
3158063573,2940587074,ryan953,APPROVED,2025-06-18T20:35:09Z,
3140750375,2922498875,maxdeichmann,APPROVED,2025-06-12T20:01:05Z,
3130792767,2910605044,cursor[bot],COMMENTED,2025-06-09T16:31:39Z,"<details open>
<summary><h3>Bug: Stale Closure in `toggleGroup` Causes Incorrect Toggling</h3></summary>

The `toggleGroup` function contains a stale closure/race condition. Inside its `setExpandedGroups` updater, it calls `isGroupExpanded(groupKey)`, which incorrectly references the `expandedGroups` state from the closure instead of the `prev` state provided to the updater. This causes incorrect toggling behavior, especially during rapid updates. It should directly calculate the new state using `!(prev[groupKey] ?? defaultExpanded)`.

<p></p>

<details>
<summary><code>keep-ui/utils/hooks/useGroupExpansion.ts#L18-L27</code></summary>

https://github.com/keephq/keep/blob/62e4e6357999fbb069f5ab9c3e7f54eaecc73cd3/keep-ui/utils/hooks/useGroupExpansion.ts#L18-L27

</details>

<a href=""https://cursor.com/open?data=eyJhbGciOiJSUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6ImJ1Z2JvdC12MSJ9.eyJ0eXBlIjoiQlVHQk9UX0ZJWF9JTl9DVVJTT1IiLCJkYXRhIjp7ImJ1ZyI6ImV5SnNiMk5oZEdsdmJuTWlPbHQ3SW1acGJHVWlPaUpyWldWd0xYVnBMM1YwYVd4ekwyaHZiMnR6TDNWelpVZHliM1Z3Ulhod1lXNXphVzl1TG5Seklpd2ljM1JoY25STWFXNWxJam94T0N3aVpXNWtUR2x1WlNJNk1qY3NJbU52WkdWTWFXNWxjeUk2VzExOVhTd2lhV1FpT2lJeU5EQXhOVEE1TnkweVlqaGxMVFF6Tm1FdE9URTBOUzAwWm1Wa09ESTFNMkZpWmpNaUxDSmtaWE5qY21sd2RHbHZiaUk2SWxSb1pTQmdkRzluWjJ4bFIzSnZkWEJnSUdaMWJtTjBhVzl1SUdOdmJuUmhhVzV6SUdFZ2MzUmhiR1VnWTJ4dmMzVnlaUzl5WVdObElHTnZibVJwZEdsdmJpNGdTVzV6YVdSbElHbDBjeUJnYzJWMFJYaHdZVzVrWldSSGNtOTFjSE5nSUhWd1pHRjBaWElzSUdsMElHTmhiR3h6SUdCcGMwZHliM1Z3Ulhod1lXNWtaV1FvWjNKdmRYQkxaWGtwWUN3Z2QyaHBZMmdnYVc1amIzSnlaV04wYkhrZ2NtVm1aWEpsYm1ObGN5QjBhR1VnWUdWNGNHRnVaR1ZrUjNKdmRYQnpZQ0J6ZEdGMFpTQm1jbTl0SUhSb1pTQmpiRzl6ZFhKbElHbHVjM1JsWVdRZ2IyWWdkR2hsSUdCd2NtVjJZQ0J6ZEdGMFpTQndjbTkyYVdSbFpDQjBieUIwYUdVZ2RYQmtZWFJsY2k0Z1ZHaHBjeUJqWVhWelpYTWdhVzVqYjNKeVpXTjBJSFJ2WjJkc2FXNW5JR0psYUdGMmFXOXlMQ0JsYzNCbFkybGhiR3g1SUdSMWNtbHVaeUJ5WVhCcFpDQjFjR1JoZEdWekxpQkpkQ0J6YUc5MWJHUWdaR2x5WldOMGJIa2dZMkZzWTNWc1lYUmxJSFJvWlNCdVpYY2djM1JoZEdVZ2RYTnBibWNnWUNFb2NISmxkbHRuY205MWNFdGxlVjBnUHo4Z1pHVm1ZWFZzZEVWNGNHRnVaR1ZrS1dBdUlpd2lZMjl1Wm1sa1pXNWpaU0k2TUM0ek56UXlOVFV4TURFNU1qTTJNVEl6TXl3aVkyRjBaV2R2Y25raU9pSk1UMGRKUTE5Q1ZVY2lmUSIsImJyYW5jaCI6ImN1cnNvci9pbXBsZW1lbnQtZmVhdHVyZS1mcm9tLWdpdGh1Yi10aWNrZXQtNmRkNiJ9LCJpYXQiOjE3NDk0ODY2OTksImV4cCI6MTc1MDA5MTQ5OX0.gv7pkb7pzrVITV2u4uLucalSh53CTfD7CFlo6s2zJ6-by3_uuYo3WNENJ96bRlrJdpkaGE57iOL6PqiX8dTladhyf3Zh0XeWNayrgB4xBtv7DBRVyvgB9DL-cw-0edhWeUU2ptf8E8eydhXj79nCmoALqBw4V50Qv9FnX9yYvCtRkKNELx5g-N1r5VKX_rJe46CTWn1f9-6bXhUo_pHutc-OYSkEuoGjKACAnXb8xBvRx_cw0GHjmWrSdu4Paxhn9_LucZquR8ASmXcqqAsoFWEPCjDsHwQ65sKluMow_luyfDlTjPMx0an05RZi2pOYeai5uQhHfhGfVe-ZBuyXqQ"">Fix in Cursor</a>

</details>

---

_Was this report helpful? Give feedback by reacting with 👍 or 👎_
"
