pr_id,event,created_at,actor,commit_id,assignee,label,message
3133979452,closed,2025-06-10T15:53:05Z,elie222,,,,
3159821039,committed,,,92ab621f68384f8fd07d9e74fd9cdad4e4b64464,,,Add drag and drop tray example with emoji shapes
3159821039,commented,2025-06-19T10:32:38Z,vercel[bot],,,,
3159821039,labeled,2025-06-19T10:32:49Z,steveruizok,,,other,
3159821039,commented,2025-06-19T10:32:55Z,huppy-bot[bot],,,,
3159821039,reviewed,,,92ab621f68384f8fd07d9e74fd9cdad4e4b64464,,,
3159821039,committed,,,e1445e33543edf76ea809a5e81720d30e7b8ed23,,,drag and drop
3159821039,committed,,,a8ecdaa711a5e76b840fb438b16cbb95b005c356,,,ok
3159821039,reviewed,,,a8ecdaa711a5e76b840fb438b16cbb95b005c356,,,
3159821039,committed,,,d4094cb047c1379d63e3ee3133cf94f9e603f156,,,drag and drop
3159821039,reviewed,,,d4094cb047c1379d63e3ee3133cf94f9e603f156,,,
3159821039,committed,,,1d4fefce42b2cfcae960031de12f1ebf58f7b6a6,,,Update DragAndDropTrayExample.tsx
3159821039,committed,,,9a83e195e79c28047a25da7b870aab15d18b6556,,,fix
3159821039,deployed,2025-06-19T13:08:24Z,steveruizok,,,,
3159821039,deployed,2025-06-19T13:08:24Z,steveruizok,,,,
3159821039,deployed,2025-06-19T13:08:24Z,steveruizok,,,,
3159821039,deployed,2025-06-19T13:08:54Z,vercel[bot],,,,
3159821039,deployed,2025-06-19T13:10:24Z,github-actions[bot],,,,
3159821039,reviewed,,,9a83e195e79c28047a25da7b870aab15d18b6556,,,
3159821039,deployed,2025-06-19T13:11:05Z,vercel[bot],,,,
3159821039,deployed,2025-06-19T13:13:48Z,github-actions[bot],,,,
3159821039,commented,2025-06-19T13:41:25Z,steveruizok,,,,
3159821039,added_to_merge_queue,2025-06-19T13:42:27Z,steveruizok,,,,
3159821039,removed_from_merge_queue,2025-06-19T13:51:19Z,github-merge-queue[bot],,,,
3159821039,merged,2025-06-19T13:51:20Z,steveruizok,c5f41a1b700126a018b89a4539199cfe46de8c43,,,
3159821039,closed,2025-06-19T13:51:20Z,steveruizok,,,,
3159821039,head_ref_deleted,2025-06-19T13:51:20Z,steveruizok,,,,
3153308695,committed,,,7931723590b199e320aa8ecb0b4258d1862ca156,,,Add companyId to person data seeds
3153308695,committed,,,81086ef7c061d15ccfeac883366f2f7484568109,,,Enhance database setup and environment configuration for Cursor agents
3153308695,committed,,,66408cc33e2f5ca4fa7894960085a72ff9b97aba,,,Add note seeds and data generation for comprehensive dev seeding
3153308695,committed,,,ad1eca34beb921e4644227e39b5283e9d998f8e7,,,Update person data seed LinkedIn URLs and avatar image numbers
3153308695,committed,,,f87f59281fa15a838ebd580feb000c1b70304f4a,,,Improve seeds
3153308695,committed,,,493c16514737751cc22f180ad892d60586a6ce67,,,Improve seeds
3153308695,reviewed,,,493c16514737751cc22f180ad892d60586a6ce67,,,
3153308695,commented,2025-06-17T12:37:10Z,github-actions[bot],,,,
3153308695,committed,,,238e53607d4551b5b03961dc34e418e649591d21,,,Fix?
3153308695,reviewed,,,238e53607d4551b5b03961dc34e418e649591d21,,,
3153308695,commented,2025-06-17T13:07:03Z,charlesBochet,,,,
3153308695,labeled,2025-06-17T13:07:29Z,charlesBochet,,,-PR: awaiting author,
3153308695,assigned,2025-06-17T13:07:31Z,charlesBochet,,FelixMalfait,,
3153308695,committed,,,6d0b846dca5bc0efb138435f11ad350faf2b4aec,,,Missed one?
3153308695,merged,2025-06-17T13:25:05Z,FelixMalfait,a47a6be4a8a133c67c2979e2620d0d13ec05a269,,,
3153308695,closed,2025-06-17T13:25:05Z,FelixMalfait,,,,
3153308695,head_ref_deleted,2025-06-17T13:25:08Z,FelixMalfait,,,,
3153308695,referenced,2025-06-18T16:03:52Z,abdulrahmancodes,85b50053e638b9582a2893bbc158ffcae8828e1f,,,
3137099861,committed,,,24a1df4a959145c81bc176487f4d3e2c40af6168,,,Improve GitHub integration setup check to handle multiple integrations
3137099861,review_requested,2025-06-11T14:41:46Z,roaga,,,,
3137099861,review_requested,2025-06-11T14:41:51Z,roaga,,,,
3137099861,labeled,2025-06-11T14:42:05Z,github-actions[bot],,,Scope: Backend,
3137099861,reviewed,,,24a1df4a959145c81bc176487f4d3e2c40af6168,,,
3137099861,auto_squash_enabled,2025-06-11T14:51:55Z,roaga,,,,
3137099861,commented,2025-06-11T15:00:22Z,codecov[bot],,,,
3137099861,merged,2025-06-11T15:01:05Z,roaga,78b8c02901ec0641bbfcb69a5758591b19fda9e4,,,
3137099861,closed,2025-06-11T15:01:05Z,roaga,,,,
3137099861,head_ref_deleted,2025-06-11T15:01:06Z,roaga,,,,
3137099861,referenced,2025-06-12T17:22:18Z,vishnupsatish,5f9e64196c47a62578878e89b69a524010950ea5,,,
3137099861,referenced,2025-06-19T00:58:21Z,andrewshie-sentry,fb411a70574b5aa15afc4f123a267062cf5c380d,,,
3137099861,locked,2025-06-27T00:37:48Z,github-actions[bot],,,,
3152472726,committed,,,4f0f07b70f0ad806472961fbcc7675c8c9dfaadc,,,Add top margin to DialogHeader in eval-related modals
3152472726,committed,,,6dc67c81850bf1cf923d85b94ab2e1a9b28c5711,,,Add DialogHeader to improve dialog title styling in evaluator forms
3152472726,labeled,2025-06-17T07:59:29Z,dosubot[bot],,,size:S,
3152472726,review_requested,2025-06-17T07:59:40Z,jannikmaierhoefer,,,,
3152472726,committed,,,ab8aa2b3ec2f9020f3d8c01cefa87c02dfd27087,,,Merge branch 'main' into cursor/add-margins-to-evaluator-headline-4b05
3152472726,labeled,2025-06-17T08:00:51Z,dosubot[bot],,,ui,
3139974947,assigned,2025-06-12T11:47:53Z,szokeasaurusrex,,szokeasaurusrex,,
3139974947,commented,2025-06-12T11:49:07Z,codecov[bot],,,,
3139974947,ready_for_review,2025-06-12T12:06:44Z,szokeasaurusrex,,,,
3139974947,review_requested,2025-06-12T12:06:45Z,szokeasaurusrex,,,,
3139974947,commented,2025-06-13T12:46:35Z,szokeasaurusrex,,,,
3139974947,convert_to_draft,2025-06-13T12:47:05Z,szokeasaurusrex,,,,
3139974947,ready_for_review,2025-06-16T13:45:35Z,szokeasaurusrex,,,,
3139974947,reviewed,,,16045df6aa7e2afd2fed6eb8373f90c5e26fa343,,,
3139974947,commented,2025-06-17T13:29:52Z,szokeasaurusrex,,,,
3139974947,commented,2025-06-18T08:43:08Z,sentrivana,,,,
3139974947,commented,2025-06-25T12:59:10Z,szokeasaurusrex,,,,
3139974947,mentioned,2025-06-25T12:59:12Z,sentrivana,,,,
3139974947,subscribed,2025-06-25T12:59:12Z,sentrivana,,,,
3139974947,commented,2025-06-25T14:27:21Z,sentrivana,,,,
3139974947,convert_to_draft,2025-06-27T08:29:03Z,szokeasaurusrex,,,,
3139974947,head_ref_force_pushed,2025-06-27T11:50:01Z,szokeasaurusrex,47214381b3d77fd60b71cb7a361f096da1e8c670,,,
3139974947,base_ref_changed,2025-06-27T11:50:37Z,szokeasaurusrex,,,,
3139974947,head_ref_force_pushed,2025-06-27T12:19:12Z,szokeasaurusrex,a78a060aefd33644298ef7a73d94de50197a3bfd,,,
3139974947,head_ref_force_pushed,2025-06-27T12:28:41Z,szokeasaurusrex,28eaca8ce79b1d0e1732466da81d18fef6b917ea,,,
3139974947,committed,,,bce0694121e1c694139b1c8f5f18ce96f396184c,,,"fix: Ensure tags values are strings

Ensure tag values are strings before serializing an event or a transaction to an Event dictionary.

Fixes #4391"
3139974947,head_ref_force_pushed,2025-06-27T12:29:43Z,szokeasaurusrex,bce0694121e1c694139b1c8f5f18ce96f396184c,,,
3139974947,ready_for_review,2025-06-27T12:29:51Z,szokeasaurusrex,,,,
3139974947,commented,2025-06-27T12:30:01Z,szokeasaurusrex,,,,
3139974947,mentioned,2025-06-27T12:30:03Z,sentrivana,,,,
3139974947,subscribed,2025-06-27T12:30:03Z,sentrivana,,,,
3139974947,review_requested,2025-06-27T12:30:07Z,szokeasaurusrex,,,,
3131238821,committed,,,815e85f78f79abe031b0c15fe21e738f3b6b96e0,,,Configure Vite to externalize Prisma and OpenTelemetry instrumentation for SSR
3131238821,closed,2025-06-09T19:26:34Z,AbhiPrasad,,,,
3131238821,commented,2025-06-09T19:26:50Z,github-actions[bot],,,,
3131238821,cross-referenced,2025-06-09T19:27:02Z,AbhiPrasad,,,,
3131238821,commented,2025-06-09T19:31:19Z,github-actions[bot],,,,
3154088521,committed,,,56e2d4de428b2cb982b8ed0ff42814608779e7b1,,,Remove release-bubbles-ui feature flag and standardize release interactions
3154088521,committed,,,b06037762442aa6b08c6e0f1982c5094dc369296,,,Remove release-bubbles-ui feature flag and enable new UI for all users
3154088521,deployed,2025-06-17T16:26:59Z,vercel[bot],,,,
3154088521,labeled,2025-06-17T16:27:01Z,github-actions[bot],,,Scope: Frontend,
3154088521,committed,,,4aa1dfe1e966d3d3728109c3b4a37f39c746826d,,,inline objs
3154088521,commented,2025-06-17T16:31:11Z,codecov[bot],,,,
3154088521,committed,,,789a8733bcd4f08aa89a5b244549fecf63f2c7fc,,,fix test
3154088521,deployed,2025-06-17T16:35:34Z,vercel[bot],,,,
3154088521,committed,,,ca6cd6a2f28d8b078e9370fb43958982c6fa9112,,,fix tests
3154088521,deployed,2025-06-17T16:58:14Z,vercel[bot],,,,
3154088521,ready_for_review,2025-06-17T17:19:18Z,billyvg,,,,
3154088521,review_requested,2025-06-17T17:19:19Z,billyvg,,,,
3154088521,review_requested,2025-06-17T17:19:19Z,billyvg,,,,
3154088521,review_requested,2025-06-17T17:19:20Z,billyvg,,,,
3154088521,review_requested,2025-06-17T17:19:20Z,billyvg,,,,
3154088521,review_requested,2025-06-17T17:19:20Z,billyvg,,,,
3154088521,review_requested,2025-06-17T17:19:20Z,billyvg,,,,
3154088521,review_requested,2025-06-17T17:19:20Z,billyvg,,,,
3154088521,reviewed,,,ca6cd6a2f28d8b078e9370fb43958982c6fa9112,,,
3154088521,merged,2025-06-17T18:49:24Z,billyvg,2ec64ea8b9bc78b66bae028c49340c71f914d32f,,,
3154088521,closed,2025-06-17T18:49:24Z,billyvg,,,,
3154088521,head_ref_deleted,2025-06-17T18:49:26Z,billyvg,,,,
3154088521,referenced,2025-06-19T00:59:19Z,andrewshie-sentry,45f6798e8052827f159f93553e7a6935059e482f,,,
3131760803,committed,,,4c451cbd45ccfcd912c66854b582d5a65a3719cc,,,Fix TOML parser to handle inline tables and table arrays correctly
3131760803,commented,2025-06-09T23:53:34Z,robobun,,,,
3131760803,mentioned,2025-06-09T23:53:35Z,cursoragent,,,,
3131760803,subscribed,2025-06-09T23:53:35Z,cursoragent,,,,
3131760803,merged,2025-06-10T01:52:30Z,Jarred-Sumner,2801cb1f4a18001068d9f98ddde62d2fa77a7280,,,
3131760803,closed,2025-06-10T01:52:30Z,Jarred-Sumner,,,,
3131760803,head_ref_deleted,2025-06-10T01:52:31Z,Jarred-Sumner,,,,
3131760803,cross-referenced,2025-06-10T02:07:51Z,RiskyMH,,,,
3123127952,committed,,,9a1e0754ef8e4e930ddc9b6d5e765010402c96de,,,Fix file stream error handling and EPIPE propagation across multiple components
3123127952,commented,2025-06-06T00:10:19Z,robobun,,,,
3123127952,mentioned,2025-06-06T00:10:20Z,cursoragent,,,,
3123127952,subscribed,2025-06-06T00:10:20Z,cursoragent,,,,
3123127952,closed,2025-06-06T01:04:10Z,Jarred-Sumner,,,,
3140758164,committed,,,9faf926e90e8eb88f792d148c25d63b63231622a,,,Upgrade ESLint to v9 and migrate to flat config system
3140758164,commented,2025-06-12T15:33:38Z,github-actions[bot],,,,
3140758164,reviewed,,,9faf926e90e8eb88f792d148c25d63b63231622a,,,
3140758164,committed,,,f5ea7d9814e24748ce9ffe38414b68871e6bcfa3,,,Migrate ESLint configs to ESM and update dependencies
3140758164,committed,,,408d5aa1a27710140041d22b277eb242b54d8e59,,,run prettier
3161327793,committed,,,b236f1c804e085b44ce10878cb71ce336166f52f,,,Update Kaniko documentation to reflect project archival in 2025
3161327793,review_requested,2025-06-19T21:02:35Z,strickvl,,,,
3161327793,labeled,2025-06-19T21:02:37Z,strickvl,,,documentation,
3161327793,labeled,2025-06-19T21:02:37Z,strickvl,,,internal,
3161327793,commented,2025-06-19T21:02:41Z,coderabbitai[bot],,,,
3161327793,commented,2025-06-19T21:02:42Z,CLAassistant,,,,
3161327793,commented,2025-06-19T21:04:29Z,github-actions[bot],,,,
3161327793,committed,,,1a786b48955ee80be59ecde181c48ab41f2fdffc,,,"Merge develop branch into cursor/update-kaniko-project-status-in-docs-d17e

Resolved merge conflict in self-hosted.md by combining both changes:
- Updated Kaniko link to GitHub repository (from develop)
- Kept archival note about Kaniko project (from current branch)

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
3161327793,reviewed,,,1a786b48955ee80be59ecde181c48ab41f2fdffc,,,
3161327793,committed,,,8c491332a6ae1944381ddb46e98bb56b7e43d835,,,"Revert premature Kaniko archival note

The previous commit added a note about Kaniko being archived as of June 2025,
but this is premature since the project is still active. Reverted to the
original documentation state until the archival actually occurs.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
3161327793,review_requested,2025-06-20T07:51:39Z,strickvl,,,,
3161327793,reviewed,,,8c491332a6ae1944381ddb46e98bb56b7e43d835,,,
3161327793,merged,2025-06-20T08:19:00Z,strickvl,a80f04424957c9c8409b4de60308840307ac3479,,,
3161327793,closed,2025-06-20T08:19:00Z,strickvl,,,,
3161327793,head_ref_deleted,2025-06-20T08:19:01Z,strickvl,,,,
3161287864,committed,,,d26a2edeac9b5b154289c1267fe0b045039e1d11,,,Improve 16-bit easing functions with better range handling and symmetry
3161287864,committed,,,1fc6d8a4e41564ae15c4cea4daa78b9881efd007,,,Merge branch 'master' into cursor/enable-symmetry-and-fix-functions-bd23
3161287864,merged,2025-06-19T20:37:29Z,zackees,8d2fca1e7960c0af28ac0f8eb1838976c4144935,,,
3161287864,closed,2025-06-19T20:37:29Z,zackees,,,,
3161287864,head_ref_deleted,2025-06-24T22:12:17Z,zackees,,,,
3139420152,committed,,,6dd4c20b1bef405b317f958305dee914f90216c8,,,Add batch export support for dataset items
3139420152,closed,2025-06-16T14:22:40Z,jannikmaierhoefer,,,,
3165205251,committed,,,a8720931814924ed1ef53cf1f6ddbe6b946bbda6,,,"Remove changeset requirement from PR template

- Remove the changeset checklist item from PR template as requested
- Contributors no longer need to create changesets for PRs
- Automated changeset workflows remain in place for version management"
3165205251,review_requested,2025-06-21T16:22:34Z,cursor[bot],,,,
3165205251,review_requested,2025-06-21T16:22:34Z,cursor[bot],,,,
3165205251,review_requested,2025-06-21T16:22:34Z,cursor[bot],,,,
3165205251,labeled,2025-06-21T16:22:38Z,dosubot[bot],,,size:XS,
3165205251,reviewed,,,a8720931814924ed1ef53cf1f6ddbe6b946bbda6,,,
3165205251,labeled,2025-06-21T16:37:43Z,dosubot[bot],,,lgtm,
3165205251,merged,2025-06-21T16:37:53Z,mrubens,d838109aa3b3a26fa476142548046fc8af189d87,,,
3165205251,closed,2025-06-21T16:37:53Z,mrubens,,,,
3165205251,head_ref_deleted,2025-06-21T16:37:54Z,mrubens,,,,
3165205251,referenced,2025-06-22T22:06:05Z,Alorse,84c0764928a0fa13f2ce703fcdc7b585e7e2d067,,,
3165205251,referenced,2025-06-24T19:54:39Z,cte,ebe84b821fa2899a2ada6079a01acccc83402740,,,
3137841799,committed,,,fc631a425d8a1188dea76dd1af3914974f762f3a,,,Add debugging instructions to Node integration tests README
3137841799,review_requested,2025-06-11T19:05:31Z,AbhiPrasad,,,,
3137841799,assigned,2025-06-11T19:05:31Z,AbhiPrasad,,AbhiPrasad,,
3137841799,commented,2025-06-11T19:05:56Z,github-actions[bot],,,,
3137841799,commented,2025-06-11T19:08:31Z,github-actions[bot],,,,
3137841799,base_ref_changed,2025-06-11T19:08:59Z,AbhiPrasad,,,,
3137841799,committed,,,0d52d87abc532878b363de20d3fc84574358b613,,,cursor cleanup
3137841799,reviewed,,,0d52d87abc532878b363de20d3fc84574358b613,,,
3137841799,merged,2025-06-11T19:24:42Z,AbhiPrasad,65310d51f151ef826b9acc9cf0d1deace8bae02b,,,
3137841799,closed,2025-06-11T19:24:42Z,AbhiPrasad,,,,
3137841799,head_ref_deleted,2025-06-11T19:24:43Z,AbhiPrasad,,,,
3130903286,committed,,,6880738c418b0e2b1e66d7844a59af5fd1fb4bc0,,,Update schedule text to reflect twice weekly service frequency
3130903286,commented,2025-06-09T17:11:58Z,vercel[bot],,,,
3130903286,merged,2025-06-09T17:12:09Z,wesbos,d07a1460c160092c23ecb4acc9e28909db3c1572,,,
3130903286,closed,2025-06-09T17:12:09Z,wesbos,,,,
3130903286,referenced,2025-06-09T17:12:27Z,github-actions[bot],887d49c561df416fc6684aa7bb95c8ef4b8a0134,,,
3130903286,deployed,2025-06-09T17:14:58Z,vercel[bot],,,,
3156267045,committed,,,b0e4e75486a93c6a64bac0b5e203263ac7209851,,,Fix NODE_OPTIONS environment variable syntax in Dockerfile
3156267045,committed,,,912e9bf2fdf278f73dd4954398ff6a22677a3602,,,Remove NODE_OPTIONS flag from Dockerfile
3156267045,deployed,2025-06-18T10:06:39Z,ChmaraX,,,,
3156267045,deployed,2025-06-18T10:06:39Z,ChmaraX,,,,
3156267045,deployed,2025-06-18T10:06:39Z,ChmaraX,,,,
3156267045,merged,2025-06-18T10:06:42Z,ChmaraX,44576788dd5ce4cfb79ae57eba0d9b5f4b127ff0,,,
3156267045,closed,2025-06-18T10:06:42Z,ChmaraX,,,,
3156267045,head_ref_deleted,2025-06-18T10:06:44Z,ChmaraX,,,,
3156267045,commented,2025-06-18T10:06:49Z,github-actions[bot],,,,
3158063573,committed,,,aded4ed0c3ec58221891459e07809daa24d8d2ed,,,Upgrade Sentry dependencies to version 9.30.0
3158063573,assigned,2025-06-18T20:20:38Z,AbhiPrasad,,AbhiPrasad,,
3158063573,review_requested,2025-06-18T20:20:38Z,AbhiPrasad,,,,
3158063573,renamed,2025-06-18T20:20:53Z,AbhiPrasad,,,,
3158063573,labeled,2025-06-18T20:20:53Z,github-actions[bot],,,Scope: Frontend,
3158063573,reviewed,,,aded4ed0c3ec58221891459e07809daa24d8d2ed,,,
3158063573,merged,2025-06-18T20:41:42Z,AbhiPrasad,e245040de98c270fe3767add130962d7222297c8,,,
3158063573,closed,2025-06-18T20:41:42Z,AbhiPrasad,,,,
3158063573,head_ref_deleted,2025-06-18T20:41:43Z,AbhiPrasad,,,,
3158063573,referenced,2025-06-19T00:59:35Z,andrewshie-sentry,8b212edf50415fb0d69e11c5335712793a9b9a5d,,,
3140750375,committed,,,1c06f94849fc3d1dadb825375398d517401dd920,,,Update API key description based on cloud or self-hosted deployment
3140750375,labeled,2025-06-12T15:30:51Z,dosubot[bot],,,size:S,
3140750375,labeled,2025-06-12T15:31:57Z,dosubot[bot],,,ui,
3140750375,review_requested,2025-06-12T15:32:06Z,jannikmaierhoefer,,,,
3140750375,reviewed,,,1c06f94849fc3d1dadb825375398d517401dd920,,,
3140750375,labeled,2025-06-12T20:01:08Z,dosubot[bot],,,lgtm,
3140750375,added_to_merge_queue,2025-06-13T16:22:56Z,marcklingen,,,,
3140750375,labeled,2025-06-13T16:22:59Z,dosubot[bot],,,auto-merge,
3140750375,merged,2025-06-13T16:37:38Z,marcklingen,d5a79b1830bb7ac37435ecad42c0ed6eace9d924,,,
3140750375,closed,2025-06-13T16:37:38Z,marcklingen,,,,
3140750375,removed_from_merge_queue,2025-06-13T16:37:38Z,github-merge-queue[bot],,,,
3140750375,head_ref_deleted,2025-06-13T16:37:39Z,marcklingen,,,,
3140750375,unlabeled,2025-06-13T16:37:43Z,dosubot[bot],,,auto-merge,
3140750375,referenced,2025-06-16T17:14:13Z,pjchender,5f82088eaf8d84755ed44b7bd58a7aaf97363120,,,
3130792767,committed,,,1aae8045b3c85b367db79ec1b700b08f50e9ac71,,,Add group expansion feature with collapsible grouped rows
3130792767,committed,,,2e3c00b6f60f3f43ff82bdfb8807726df74f063a,,,Add toggle all groups functionality with dynamic button state
3130792767,committed,,,fb464d46b371a27229644f4389500eaa39e09c44,,,Improve alert table UI with group toggle button and layout adjustments
3130792767,committed,,,3ce989809557c45ddcbb21eef8b85fc06bd16137,,,Refactor alert table UI to centralize group expansion controls in AlertPresetManager
3130792767,committed,,,d24d09bbc0b90a3c0f58bab6cc3128ee13b370a3,,,feat: minor fix
3130792767,committed,,,f926b59a5fc80badbf2ae02819c149353ab3d41c,,,Add unit tests for AlertPresetManager and GroupedRow components
3130792767,committed,,,62e4e6357999fbb069f5ab9c3e7f54eaecc73cd3,,,Refactor alert table and grouped row tests with improved mocking
3130792767,commented,2025-06-09T16:25:44Z,vercel[bot],,,,
3130792767,labeled,2025-06-09T16:25:45Z,dosubot[bot],,,size:XL,
3130792767,commented,2025-06-09T16:25:47Z,CLAassistant,,,,
3130792767,labeled,2025-06-09T16:26:01Z,dosubot[bot],,,Feature,
3130792767,labeled,2025-06-09T16:26:01Z,dosubot[bot],,,UI,
3130792767,deployed,2025-06-09T16:30:29Z,vercel[bot],,,,
3130792767,reviewed,,,62e4e6357999fbb069f5ab9c3e7f54eaecc73cd3,,,
3130792767,committed,,,29f76b1497aa89253c835869cbd21a788a709bda,,,Improve test setup and mocking for various components and libraries
3130792767,reviewed,,,29f76b1497aa89253c835869cbd21a788a709bda,,,
3130792767,deployed,2025-06-09T17:56:39Z,vercel[bot],,,,
3130792767,renamed,2025-06-09T18:06:32Z,shahargl,,,,
3130792767,reviewed,,,29f76b1497aa89253c835869cbd21a788a709bda,,,
3130792767,labeled,2025-06-10T07:38:34Z,dosubot[bot],,,lgtm,
3130792767,merged,2025-06-10T07:38:47Z,shahargl,646e8ddf72241a677f86771766c3a7d6440aa1a8,,,
3130792767,closed,2025-06-10T07:38:47Z,shahargl,,,,
3130792767,head_ref_deleted,2025-06-10T07:38:49Z,shahargl,,,,
3132238407,committed,,,43f12de2702e8e744fd9fcfc313532b5d34dc9a4,,,Fix Windows long path handling in path conversion functions
3132238407,committed,,,7063669a95b09c8aa98f7bbd4aa8c591a649e650,,,Fix Windows path length buffer overflow in UTF-8 to UTF-16 conversion
3132238407,commented,2025-06-10T05:55:23Z,robobun,,,,
3132238407,mentioned,2025-06-10T05:55:24Z,cursoragent,,,,
3132238407,subscribed,2025-06-10T05:55:24Z,cursoragent,,,,
3132238407,committed,,,4beb4b60f9f04824b734132ac970b5f4f77ffebc,,,`bun run prettier`
3132238407,mentioned,2025-06-10T05:58:22Z,Jarred-Sumner,,,,
3132238407,subscribed,2025-06-10T05:58:22Z,Jarred-Sumner,,,,
3132238407,mentioned,2025-06-10T05:58:38Z,cursoragent,,,,
3132238407,subscribed,2025-06-10T05:58:38Z,cursoragent,,,,
3132238407,mentioned,2025-06-10T07:04:14Z,Jarred-Sumner,,,,
3132238407,subscribed,2025-06-10T07:04:14Z,Jarred-Sumner,,,,
3132238407,labeled,2025-06-11T17:33:27Z,190n,,,cursor,
3117811205,committed,,,411cb49710d42f6e404cd2b132c3bcbd8c384741,,,Upgrade dependencies and fix package versions across multiple projects
3117811205,committed,,,c37049122d9c2114fc3353b3c1452f0dde9e115b,,,fix(root): update dset package to resolve prototype pollution vulnerability
3117811205,commented,2025-06-04T13:18:00Z,netlify[bot],,,,
3117811205,deployed,2025-06-04T13:18:02Z,cursor[bot],,,,
3117811205,deployed,2025-06-04T13:18:03Z,cursor[bot],,,,
3117811205,deployed,2025-06-04T13:18:04Z,cursor[bot],,,,
3117811205,labeled,2025-06-04T13:18:11Z,github-actions[bot],,,@novu/web,
3117811205,labeled,2025-06-04T13:18:11Z,github-actions[bot],,,@novu/dashboard,
3117811205,committed,,,ce3843425b6d6f8574d29f21e5ae053ddeea9741,,,Delete SECURITY_FIX_SUMMARY.md
3117811205,deployed,2025-06-04T13:19:01Z,scopsy,,,,
3117811205,deployed,2025-06-04T13:19:02Z,scopsy,,,,
3117811205,deployed,2025-06-04T13:19:02Z,scopsy,,,,
3117811205,reviewed,,,ce3843425b6d6f8574d29f21e5ae053ddeea9741,,,
3117811205,merged,2025-06-04T16:33:10Z,scopsy,c5bd69684c55ce28c4389e1894903785499af777,,,
3117811205,closed,2025-06-04T16:33:10Z,scopsy,,,,
3117811205,head_ref_deleted,2025-06-04T16:33:11Z,scopsy,,,,
3133978465,committed,,,4e83a4012f34d0a73b8d3fa7102aab1b2f95ed3a,,,Add rule history pages for viewing rule changes and versions
3133978465,commented,2025-06-10T15:10:08Z,coderabbitai[bot],,,,
3133978465,commented,2025-06-10T15:10:13Z,CLAassistant,,,,
3133978465,commented,2025-06-10T15:10:16Z,vercel[bot],,,,
3133978465,reviewed,,,4e83a4012f34d0a73b8d3fa7102aab1b2f95ed3a,,,
3133978465,committed,,,b0653fe5ffc4ad1b44094ea31d23d330ded5b52a,,,Refactor rule history page to use EmailAccountProvider and improve loading
3133978465,reviewed,,,b0653fe5ffc4ad1b44094ea31d23d330ded5b52a,,,
3133978465,deployed,2025-06-10T15:21:13Z,vercel[bot],,,,
3133978465,committed,,,56520a77d8461f073aec1d56997d658a090d280c,,,debug redirect
3133978465,deployed,2025-06-10T17:54:21Z,vercel[bot],,,,
3133978465,committed,,,6d6aa4fe766767a001e0f141e7b602a540d557d7,,,rule history debug page
3133978465,merged,2025-06-10T17:56:39Z,elie222,87da00f43150629f93e1cd21811a476bb391dd25,,,
3133978465,closed,2025-06-10T17:56:39Z,elie222,,,,
3133978465,deployed,2025-06-10T18:00:09Z,vercel[bot],,,,
