agent,id,title,reason,type
Devin,2971105707,Deprecate BlockHeaderV4 feature,"The changes involve deprecating a feature, removing conditional checks, and cleaning up unused code, which is a refactor since it modifies code structure without adding new features or fixing bugs.",refactor
Devin,2971115573,"chore: deprecate FixMinStakeRatio, IncreaseStorageProofSizeSoftLimit, ChunkEndorsementV2 features","The commit is about marking certain features as deprecated and updating the codebase accordingly, which is a maintenance task rather than adding new features or fixing bugs. This fits best under 'chore' as it involves codebase upkeep without changing functionality.",chore
Devin,2971117107,Deprecate DecreaseFunctionCallBaseCost and FixedMinimumNewReceiptGas features,"The changes involve deprecating features and removing related code, which is a refactor since it modifies the code structure without adding new features or fixing bugs.",refactor
Devin,2971118506,Deprecate BLS12381 and EthImplicitAccounts protocol features,"The PR deprecates existing protocol features and removes feature checks, which is a code change that neither fixes a bug nor adds a new feature, fitting the refactor category.",refactor
Devin,2971108706,Deprecate YieldExecution and RemoveAccountWithLongStorageKey features,"The changes involve deprecating features, renaming them, updating code to remove conditional checks, and fixing unused parameters. These are code modifications that neither add new features nor fix bugs, but rather refactor the existing codebase for clarity and maintenance.",refactor
Devin,2971120661,feat: deprecate ChunkEndorsementsInBlockHeader feature,"The PR introduces a new feature to deprecate an existing feature by renaming it and adding deprecation attributes, which is a feature addition related to code maintenance and feature lifecycle management.",feat
Devin,2971125606,Deprecate CongestionControl feature,"The change involves deprecating a feature and updating code references accordingly, which is a refactor since it modifies code structure without adding new features or fixing bugs.",refactor
Devin,2971122854,Deprecate protocol features: StateStoredReceipt and ExcludeContractCodeFromStateWitness,"The PR deprecates existing protocol features by renaming, marking them as deprecated, and removing conditional logic related to them. This is a code change that neither fixes a bug nor adds a new feature, fitting the definition of a refactor.",refactor
Devin,2971334331,fix: affiliate and campaign code storage (#5790),"The PR fixes an issue where affiliate and campaign codes were not stored correctly by introducing a new plugin and updating controllers to use cookies, which addresses the bug described in the issue.",fix
Devin,3149540657,docs: update documentation URLs from docs.lingo.dev to lingo.dev/cli and lingo.dev/compiler,"The changes only update documentation URLs without modifying code functionality, which is a documentation-only change.",docs
Devin,2971168971,chore: remove Prisma dependencies while keeping build compatibility,"The changes involve removing dependencies and adjusting the build setup without adding features or fixing bugs, which fits the 'chore' category as it relates to maintenance and build process improvements.",chore
Devin,2971145458,Deprecate BlockHeaderV4 feature,"The changes involve deprecating a feature, renaming it, adding deprecation attributes, and removing unused code, which is a refactor to clean up and improve the codebase without adding new features or fixing bugs.",refactor
Devin,2971152602,feat: add time-based restrictions for cancellation and rescheduling,"The PR introduces new features to add time-based restrictions for cancellation and rescheduling, including new settings and UI changes to support these features.",feat
Devin,3039676856,Add Dockerfile for Glama.ai compatibility,"The PR introduces a new Dockerfile and updates the README to support Docker usage, which adds new functionality for compatibility with Glama.ai. This is a new feature rather than a fix or documentation-only change.",feat
Devin,2971334427,fix: update UI for time-based restrictions to match opt-in booking pattern,"The PR title and description indicate a fix to the UI behavior for time-based restrictions, aligning it with the expected opt-in booking pattern, which is a bug fix rather than a new feature or other change.",fix
Devin,3149988059,feat: add Japanese (ja-JP) language support,"The PR introduces a new feature by adding comprehensive Japanese language support to the application, including translations, language detection, and UI updates.",feat
Devin,3150145768,feat: add attendee data to CSV export with seated event support,"The PR introduces a new feature by adding attendee data to the CSV export functionality, including support for seated events and multiple attendees.",feat
Devin,3150270434,chore: update walletconnect dependencies to latest versions,"The PR updates dependencies to their latest versions without adding features or fixing bugs, which is a maintenance task typically classified as a chore.",chore
Devin,3150940796,Update VAT regulations URL in help article,"The change updates a URL in a help article without modifying code functionality, which is a documentation update.",docs
Devin,3150949077,Capitalize Terms of Service and add hyperlink in fraud article,"The changes involve updating text capitalization and adding a hyperlink in the article, which are documentation improvements without code changes or bug fixes.",docs
Devin,3150592086,docs: Improve Content Security Policy documentation,The PR exclusively improves and expands the documentation related to Content Security Policy without changing any code functionality or fixing bugs.,docs
Devin,3151020831,docs: Update Postgres connector docs to reflect CDC replica support in v3.6.21+,"The PR updates documentation to reflect new features and changes in the PostgreSQL connector, without modifying code or fixing bugs.",docs
Devin,3150279571,Fix Pydantic compatibility issue in FlowTrackable model validator,"The PR fixes a compatibility bug in the FlowTrackable model validator method signature to support older Pydantic versions, resolving a TypeError and ensuring correct functionality.",fix
Devin,3135984560,fix(dashboard): conditionally apply text wrapping styles based on multiline flag,The PR fixes a bug where text wrapping was not working correctly in multiline input components by conditionally applying appropriate CSS styles based on a multiline flag.,fix
Devin,3151604419,Performance: Memoize Array.from() calls in render methods,"The PR introduces memoization to optimize rendering performance by reducing unnecessary array creations and re-renders in React components, which is a performance improvement.",perf
Devin,3151335166,Fix NoneType error in convert_with_instructions when agent is None,The PR fixes a bug where a NoneType error occurs when the 'agent' parameter is None in the 'convert_with_instructions' function. The fix adds a None check to prevent the error and includes tests to verify the fix.,fix
Devin,3150975486,Add target='_blank' to Amazon instructions link in Kindle help article,"The change modifies the behavior of a link in the documentation to open in a new tab, which is a content update but does not add a new feature or fix a bug. It is a documentation-related change to improve user experience in the help article.",docs
Devin,3136331266,feat(root): add GitHub Action for AI-powered deployment summaries,"The PR introduces a new GitHub Actions workflow that adds a new feature for generating AI-powered deployment summaries, which is a new functionality.",feat
Devin,3136476031,Replace email mailto links with copy-to-clipboard functionality,"The PR introduces a new feature that replaces email mailto links with a copy-to-clipboard functionality, adding clipboard buttons and related UI/UX improvements.",feat
Devin,3136130118,Fix AI agent prompt and implementation mismatch for JSON Patch operations,"The change fixes a bug where the AI agent prompt included unsupported JSON Patch operations, causing runtime errors. The fix aligns the prompt with the implementation to prevent these errors.",fix
Devin,3136450775,fix(root): correct AI Inference action parameters for deployment summary workflow,"The PR fixes parameter validation errors in the GitHub Action workflow by correcting input names and changing how inputs are passed, which resolves a bug in the deployment summary workflow.",fix
Devin,3136429950,fix(api): prevent duplicate Novu branding when switching from block to HTML editor,"The PR fixes a bug where duplicate branding was added when switching editor types, by removing existing branding before saving the HTML body, thus preventing duplication.",fix
Devin,3136694740,Close PGLite instances immediately after query execution,"The change modifies the behavior of the PGliteInstanceManager to improve memory usage by closing instances immediately after query execution, which is a bug fix to prevent memory accumulation and potential resource leaks.",fix
Devin,3136791188,fix: prevent infinite rendering in AddGuestsDialog,"The PR title and description clearly indicate that the changes fix an infinite rendering bug in the AddGuestsDialog component by improving state management and lifecycle handling, which is a bug fix.",fix
Devin,3137475001,Add hyperlink to 'fees' in refund article,"The change involves adding a hyperlink to existing documentation content without altering functionality or fixing a bug, which is a documentation improvement.",docs
Devin,3137481641,Update fees article to add refund information link,"The change involves updating a help article by adding a hyperlink to provide additional information, which is a documentation update without code changes or feature additions.",docs
Devin,3137460612,Update custom refund policy help article text,"The changes are solely updates to the text content of a help article to improve clarity and readability without altering functionality or code behavior, which classifies as documentation changes.",docs
Devin,3006445782,perf: optimize spring bone animation processing,"The PR title and body clearly indicate that the changes optimize the performance of spring bone animation processing by reducing redundant calculations and adding caching, resulting in measurable performance improvements.",perf
Devin,3137596968,Update chargeback help article content,"The PR updates the content of a help article to improve clarity and conciseness without changing code or adding features, which is a documentation change.",docs
Devin,3006534682,Spring Boneアニメーション処理の最適化: 行列演算のキャッシュ,"The changes optimize matrix operations by caching results to reduce computation time, leading to improved performance of the animation processing function. This is a clear performance enhancement without adding new features or fixing bugs.",perf
Devin,3006578717,fix: improve unnatural English phrases,"The changes improve the language and clarity of error messages without altering functionality or adding features, which aligns with a bug fix to improve user experience.",fix
Devin,3137845121,Remove cap_table_uploads feature completely,"The PR completely removes an existing feature from the codebase, which is a refactor operation as it neither adds a new feature nor fixes a bug but restructures the code by deleting a feature.",refactor
Devin,3006544045,Spring Boneアニメーション処理の最適化: get_bone_name関数のキャッシュ戦略改善,"The changes optimize the caching strategy and reduce function call overhead, resulting in improved performance of the get_bone_name function and overall execution time. This is a clear performance improvement without adding new features or fixing bugs.",perf
Devin,3006639000,Improve English text in error messages and logs,"The changes focus on improving the wording and formatting of error messages and logs without altering functionality, which is a documentation-related improvement.",docs
Devin,3006562482,Spring Boneアニメーション処理の最適化: 親子関係チェックのキャッシュ,"The changes optimize the animation processing by caching parent-child relationships to improve performance, which is a performance improvement attempt even though the benchmark shows no gain. This fits the 'perf' category as it aims to improve performance.",perf
Devin,3137901992,Remove cap_table_uploads feature completely,"The PR completely removes an existing feature from the codebase, which is a removal of functionality rather than a bug fix, documentation change, or other type of change. This aligns best with a 'chore' type as it involves codebase cleanup and removal of a feature without adding new features or fixing bugs.",chore
Devin,3006546708,Spring Boneアニメーション処理の最適化: get_bone_name関数のキャッシュ実装の改善,"The changes focus on simplifying the cache implementation for better cross-platform compatibility without adding new features or fixing bugs. The performance slightly decreased, so it is not a perf improvement. This is a refactor as it modifies the code structure without adding features or fixing bugs.",refactor
Devin,3006639682,Fix #2645: Remove 'models/' prefix from LLM model names,"The PR fixes a bug where the model identifier was incorrectly prefixed, causing failures. The changes include a method to normalize model names and tests to verify the fix, which directly addresses the issue described.",fix
Devin,3006507938,Spring Boneアニメーション処理の最適化,"The PR title and body describe optimizations to the Spring Bone animation processing, focusing on performance improvements such as caching and reducing redundant calculations. This clearly indicates a performance enhancement rather than a bug fix or new feature.",perf
Devin,3006698250,Fix issue #2647: Planning LLM authentication with custom providers,"The PR fixes an authentication issue with planning LLMs by modifying how authentication parameters are inherited, and includes tests to verify the fix. This is a bug fix.",fix
Devin,3158129787,Fix wishlist heading capitalization in help article,"The changes only update text capitalization in documentation without affecting code functionality, so it is a documentation-only change.",docs
Devin,3157504530,Fix heap buffer overflow in MqttDecode_Num with bounds checking,"The PR fixes a critical heap buffer overflow vulnerability by adding bounds checking to prevent out-of-bounds memory access, which is a bug fix.",fix
Devin,3157607772,docs: add comprehensive GitHub source code links to examples,"The PR updates documentation files to add GitHub source code links to examples, improving clarity and developer experience without changing code functionality.",docs
Devin,3158266564,脱字を修正: 「特にレスポンスがときは」→「特にレスポンスが遅いときは」(issue #996),"The change fixes a typo in the documentation without altering any code functionality, which classifies it as a documentation update.",docs
Devin,3158038793,feat: add followInternalLinks parameter as semantic replacement for allowBackwardLinks,"The PR introduces a new parameter 'followInternalLinks' as a semantic replacement for an existing parameter, adding new functionality while maintaining backward compatibility. This is a clear addition of a new feature to the API and SDKs.",feat
Devin,3158099802,feat: reduce verbose debug logging in Google ADK integration,"The PR introduces a change that reduces verbose debug logging and adjusts log levels to improve user experience without adding new features or fixing bugs. This is a change in logging behavior, which is considered a new feature to improve usability.",feat
Devin,3158433932,Fix Add expense button functionality,"The changes fix the non-functional 'Add expense' button by restructuring the file input and button interaction, and also update tests to verify the fix. This directly addresses a bug in the UI functionality.",fix
Devin,3158557487,feat: extract MarkdownContent component from TimelineItem,"The PR introduces a new reusable component 'MarkdownContent' to extract and encapsulate markdown rendering logic, which adds new functionality without fixing a bug or changing existing behavior.",feat
Devin,3157386612,feat: add field type change warning dialog to routing forms,"The PR introduces a new feature that adds a warning dialog to prevent users from changing field types in routing forms, explaining the risks and suggesting alternatives. This is a clear addition of functionality, not a fix or other type of change.",feat
Devin,3088039163,feat(publish): Fail hard when Docker image doesn't exist instead of building,"The PR introduces a new behavior in the publish pipeline by changing how Docker image existence is handled, which is a new feature in the workflow.",feat
Devin,3158584991,feat: add Biome plugin to detect non-English text in comments and string literals,"The PR introduces a new Biome plugin to detect non-English text in comments and string literals, which is a new feature added to the codebase.",feat
Devin,3158709175,Add ESLint Plugin to Prohibit Non-English Characters,"The PR introduces a new ESLint plugin feature that detects and prohibits non-English characters in code, which is a new functionality addition.",feat
Devin,3088005999,ReactいいねボタンのチュートリアルのNode.jsバージョン要件をv20.18.0からv22.16.0に更新しました。,"The change updates documentation to reflect a new Node.js version requirement for a tutorial, without modifying code or adding features.",docs
Devin,3158683531,feat: implement DDL execution using @liam-hq/pglite-server,"The PR introduces a new feature by implementing DDL execution functionality using a new dependency, enhancing the existing code with new capabilities and error handling.",feat
Devin,3088380391,Jestでテストを書こうのチュートリアルのNode.jsのバージョン要件をv16からv22に更新しました。,"The changes update the Node.js version requirement and Jest package versions, which affect the build environment and dependencies rather than the application code itself.",build
Devin,3088411453,chore(root): upgrade pnpm to v10.11.0,"The PR updates the package manager version and related configurations, which affects the build system and dependencies but does not add features or fix bugs.",build
Devin,3088319380,[Node.jsのバージョンをv22に上げる] 開発環境の準備とチュートリアル更新,"The PR updates the Node.js version and related documentation/tutorials to reflect this change, which is a documentation update rather than a code feature or fix.",docs
Devin,3088304216,feat(mcp): enhance MCP tools with line specification and grep functionality,"The PR introduces new features including line number specification in an existing tool, a new grep functionality tool, and enhancements to include total line count in results, which are all new capabilities.",feat
Devin,3088332292,開発環境の準備のチュートリアルのNode.jsのバージョンをv20からv22に更新しました。,"The changes update the documentation for the development environment setup, specifically updating Node.js and TypeScript version information and installation instructions, without modifying code functionality.",docs
Devin,3128226642,feat(root): migrate from ESLint and Prettier to Biome,"The PR introduces a new feature by migrating the linting and formatting toolchain from ESLint and Prettier to Biome, which is a significant change adding new capabilities and improving performance.",feat
Devin,3088451202,「ESLintでコードを検証しよう」のチュートリアルのNode.jsのバージョン要件を「v16以上」から「v22以上」に更新しました。,"The changes update the Node.js version requirement and related dependencies in the ESLint tutorial documentation, focusing on compatibility and instructions rather than code functionality or bug fixes. This is a documentation update.",docs
Devin,3128149830,feat: add dynamic base URL configuration using environment variables,"The PR introduces a new feature that allows dynamic configuration of the base URL using environment variables, improving the development and deployment workflow without manual code changes.",feat
Devin,3129052252,Replace emoji-based progress messages with ProcessIndicator components,"The PR introduces a new feature by replacing emoji-based progress messages with structured ProcessIndicator components, enhancing the user experience and UI functionality.",feat
Devin,3128953583,Remove unnecessary product-required-document.md file,"The PR removes a documentation file without changing code functionality, which is a documentation cleanup.",docs
Devin,3128227844,feat: add comprehensive Mintlify documentation for TestZeus Hercules,"The PR adds a large amount of new documentation content for the TestZeus Hercules project without changing code functionality, which fits the 'docs' category.",docs
Devin,3128852470,Configure renovate to automerge all dependencies for internal packages,"The PR updates the renovate configuration to automate dependency updates for certain internal packages, which is a change to the build system or external dependencies management.",build
Devin,3088446174,Fix: add Java 11 setup to resolve Gradle 4.9 compatibility issue,"The change fixes a build failure caused by an incompatibility between Gradle 4.9 and Java 17 by explicitly setting up Java 11 in the CI workflow, which is a bug fix related to the build process.",fix
Devin,3128931264,Optimize TypeScript configurations across pnpm workspace,The PR focuses on consolidating and optimizing TypeScript configuration files without adding new features or fixing bugs. It improves maintainability and consistency by refactoring configuration files to remove duplication and streamline settings.,refactor
Devin,3128399635,Add customizable AI chat popup example with form configuration,"The PR introduces a new customizable AI chat popup example with a comprehensive form configuration system, which is a new feature addition to the project.",feat
Devin,3129135277,Add valibot validation to sessions page params,"The PR introduces a new validation feature using valibot for session page parameters, enhancing parameter validation consistency across pages.",feat
Devin,3129475228,Convert RecentsSection from Client to Server Component,"The changes convert a component from client-side to server-side rendering without adding new features or fixing bugs, focusing on refactoring data fetching and component structure.",refactor
Devin,3129085835,Remove meaningless if statement in createClient function,"The change removes a redundant if statement without affecting functionality, which is a code cleanup and refactoring rather than a bug fix or feature addition.",refactor
Devin,3129509201,feat: bind plugin page tabs to URL parameters,"The PR introduces a new feature that binds plugin page tabs to URL parameters, allowing tab state persistence and direct navigation via URL, which is a clear enhancement to the existing functionality.",feat
Devin,3129171376,feat: convert GlobalNav to CSS-only Server Component,"The PR introduces a new feature by converting the GlobalNav component to a CSS-only Server Component, removing JavaScript state management and implementing hover-based CSS interactions, which enhances the component's implementation without fixing a bug or just refactoring.",feat
Devin,3129554303,Fix Custom Wallet visibility for Solana in AppKit Lab,"The PR fixes the issue where the Custom Wallet was not visible for Solana chains in the AppKit Lab, which is a bug fix to restore expected functionality.",fix
Devin,3129565622,feat: replace custom sidebar with shadcn UI sidebar component,"The PR introduces a new feature by replacing the custom sidebar with a shadcn UI sidebar component, adding new components and preserving existing functionality.",feat
Devin,3129589292,Add tests for add_project RPC function,"The PR adds new tests for an existing RPC function without changing the functionality or fixing bugs, which classifies it as a test-related change.",test
Devin,2791677300,feat: add CSV metadata column support with array values,"The PR introduces a new feature that adds support for CSV metadata columns with array values and escape sequences, along with updates to parsing, filtering, documentation, and examples.",feat
Devin,3129582804,Convert InstallationSelector to Server Action instead of client-side Supabase,"The PR introduces a new server action and refactors the InstallationSelector component to use this server action instead of client-side data fetching, improving security and state management without adding a new feature from the user's perspective. This is a refactor as it changes the implementation without adding new features or fixing bugs.",refactor
Devin,2791684530,chore(azure): add config.o1 flag for Azure o1 model support,"The PR introduces a new configuration flag 'config.o1' to support Azure o1 models, which is a new feature addition rather than a bug fix or documentation-only change.",feat
Devin,2792145491,fix: truncate long repo name in Git modal,"The PR fixes a UI bug where long repository names overlap in the Git modal by adding text truncation and tooltip functionality, which is a bug fix.",fix
Devin,2791971139,feat: update autocomplete sorting,"The PR introduces new entries to autocomplete data type arrays and updates scoring rules to improve autocomplete sorting, which adds new features to the autocomplete functionality.",feat
Devin,2792149320,feat: show environment selector in view mode (fix #31266),"The PR introduces a new feature by modifying the BottomBar component to show the environment selector in view mode and enabling environment switching functionality in deployed apps, which is a new capability.",feat
Devin,2792408591,feat: expose --appsmith-theme-fontFamily,"The PR introduces a new feature by exposing a new CSS variable for font family to custom widgets, enhancing theme customization capabilities.",feat
Devin,2792640916,fix(ts): Fix TypeScript errors in client code,"The PR explicitly states that it fixes TypeScript errors and type mismatches, which are bugs in the code that prevent correct compilation or runtime behavior. Therefore, it is classified as a bug fix.",fix
Devin,2792408196,fix: verify SSH service is stopped before starting TED container,"The PR fixes an issue with port conflicts by ensuring the SSH service is properly stopped before starting the container, which is a bug fix.",fix
Devin,2792386162,feat: add Python Solana wallet implementation,"The PR introduces a new Python implementation of the Solana wallet, adding new classes and functions that provide new functionality consistent with the existing TypeScript implementation. This clearly represents a new feature addition.",feat
Devin,2793512716,Fix #3441 - Primitive get_sample_values,"The changes fix a specific issue (#3441) by correcting the behavior of get_sample_values to return only serializable primitives, which is a bug fix.",fix
Devin,2792918251,fix: show environment selector in view mode (EE) (#31266),"The PR fixes the visibility of the environment selector in view mode, addressing a bug in the Enterprise Edition. The description clearly states it is a fix for a visibility issue.",fix
Devin,2793592645,Add frontend unit tests for Button and ListPane components,"The PR adds new unit tests for frontend components and configures the test environment, which falls under adding or correcting tests.",test
Devin,2793729508,fix: update express and path-to-regexp dependencies,"The PR updates dependencies to fix security vulnerabilities without adding features or changing functionality, which classifies as a bug fix.",fix
Devin,2793548898,feat: properly handle multiple charsets following DICOM standard,"The PR introduces a new feature that properly handles multiple character sets in dicom-json-generator according to the DICOM standard, improving character set detection and handling.",feat
Devin,2793852587,chore(content-explorer): Migrate IconCell to TypeScript,"The changes primarily involve migrating the IconCell component to TypeScript, updating tests, and improving accessibility, which are maintenance and tooling improvements rather than new features or bug fixes. This fits best under 'chore' as it relates to codebase upkeep and improvements without adding features or fixing bugs.",chore
Devin,2794276099,Add Gemini batch request processor,"The PR introduces a new feature by adding a Gemini batch request processor with batch job submission, status tracking, and result downloading capabilities.",feat
Devin,2794323375,feat: Add Gemini API integration,"The PR introduces a new feature by adding Gemini API integration along with related improvements and documentation updates, which aligns with the 'feat' type.",feat
Devin,2792917419,fix: Fix TypeScript errors and remove EE dependencies,"The PR title and description clearly indicate that the changes fix TypeScript errors and type mismatches, which are bug fixes related to type correctness in the codebase.",fix
Devin,2794424292,chore(eslint): enable disabled eslint rules,"The changes involve enabling and fixing ESLint rules and related lint issues, which is a maintenance task to improve code quality without adding features or fixing bugs directly. This fits best under 'chore'.",chore
