agent,pr_id,pr_number,repo_url,pr_url,issue_url,issue_number,created_at
Devin,3016753886,2683,https://github.com/crewAIInc/crewAI,https://github.com/crewAIInc/crewAI/pull/2683,https://github.com/crewAIInc/crewAI/issues/2682,2682,2025-05-14T10:07:36Z
Devin,3116865792,1056,https://github.com/secretlint/secretlint,https://github.com/secretlint/secretlint/pull/1056,https://github.com/secretlint/secretlint/issues/1057,1057,2025-06-04T08:23:04Z
Devin,3147975254,21826,https://github.com/calcom/cal.com,https://github.com/calcom/cal.com/pull/21826,https://github.com/calcom/cal.com/issues/22014,22014,2025-06-24T21:34:00Z
Devin,3065250403,2966,https://github.com/vdaas/vald,https://github.com/vdaas/vald/pull/2966,https://github.com/vdaas/vald/issues/2995,2995,2025-06-01T03:41:49Z
Devin,3055789053,2963,https://github.com/vdaas/vald,https://github.com/vdaas/vald/pull/2963,https://github.com/vdaas/vald/issues/2995,2995,2025-06-01T03:41:49Z
Devin,2770799696,4647,https://github.com/OHIF/Viewers,https://github.com/OHIF/Viewers/pull/4647,https://github.com/OHIF/Viewers/issues/4733,4733,2025-01-25T20:34:11Z
Devin,3066143003,2968,https://github.com/vdaas/vald,https://github.com/vdaas/vald/pull/2968,https://github.com/vdaas/vald/issues/2995,2995,2025-06-01T03:41:49Z
Devin,2796014467,4706,https://github.com/OHIF/Viewers,https://github.com/OHIF/Viewers/pull/4706,https://github.com/OHIF/Viewers/issues/4700,4700,2025-01-21T19:29:46Z
Devin,3020833796,168,https://github.com/antiwork/gumroad,https://github.com/antiwork/gumroad/pull/168,https://github.com/antiwork/gumroad/issues/167,167,2025-04-29T08:59:42Z
Devin,2770724281,3349,https://github.com/marimo-team/marimo,https://github.com/marimo-team/marimo/pull/3349,https://github.com/marimo-team/marimo/issues/3348,3348,2025-01-08T15:48:39Z
Devin,3126505002,867,https://github.com/lingodotdev/lingo.dev,https://github.com/lingodotdev/lingo.dev/pull/867,https://github.com/lingodotdev/lingo.dev/issues/863,863,2025-06-10T19:59:39Z
Devin,3075728562,2980,https://github.com/vdaas/vald,https://github.com/vdaas/vald/pull/2980,https://github.com/vdaas/vald/issues/2995,2995,2025-06-01T03:41:49Z
Devin,2923363324,2380,https://github.com/crewAIInc/crewAI,https://github.com/crewAIInc/crewAI/pull/2380,https://github.com/crewAIInc/crewAI/issues/2503,2503,2025-03-31T19:54:40Z
Devin,2812241515,1129,https://github.com/onlook-dev/onlook,https://github.com/onlook-dev/onlook/pull/1129,https://github.com/onlook-dev/onlook/issues/1241,1241,2025-02-04T19:27:13Z
Devin,3006698250,2649,https://github.com/crewAIInc/crewAI,https://github.com/crewAIInc/crewAI/pull/2649,https://github.com/crewAIInc/crewAI/issues/2647,2647,2025-05-03T15:34:57Z
Devin,3080710398,1581,https://github.com/mendableai/firecrawl,https://github.com/mendableai/firecrawl/pull/1581,https://github.com/mendableai/firecrawl/issues/722,722,2025-05-21T15:49:44Z
Devin,3126164555,1053,https://github.com/AgentOps-AI/agentops,https://github.com/AgentOps-AI/agentops/pull/1053,https://github.com/AgentOps-AI/agentops/issues/1045,1045,2025-06-12T16:14:26Z
Devin,3065966214,2967,https://github.com/vdaas/vald,https://github.com/vdaas/vald/pull/2967,https://github.com/vdaas/vald/issues/2995,2995,2025-06-01T03:41:49Z
Devin,3023618353,292,https://github.com/crewAIInc/crewAI-tools,https://github.com/crewAIInc/crewAI-tools/pull/292,https://github.com/crewAIInc/crewAI-tools/issues/334,334,2025-06-17T05:24:00Z
Devin,3077950268,314,https://github.com/antiwork/flexile,https://github.com/antiwork/flexile/pull/314,https://github.com/antiwork/flexile/issues/315,315,2025-05-21T01:35:55Z
Devin,2933365044,13165,https://github.com/near/nearcore,https://github.com/near/nearcore/pull/13165,https://github.com/near/nearcore/issues/13285,13285,2025-04-04T07:39:23Z
Devin,2935908267,13171,https://github.com/near/nearcore,https://github.com/near/nearcore/pull/13171,https://github.com/near/nearcore/issues/13285,13285,2025-04-04T07:39:23Z
Devin,2941327975,2447,https://github.com/crewAIInc/crewAI,https://github.com/crewAIInc/crewAI/pull/2447,https://github.com/crewAIInc/crewAI/issues/2446,2446,2025-03-31T16:04:13Z
Devin,2763610953,1825,https://github.com/crewAIInc/crewAI,https://github.com/crewAIInc/crewAI/pull/1825,https://github.com/crewAIInc/crewAI/issues/1823,1823,2024-12-31T00:06:54Z
Devin,3129554303,4484,https://github.com/reown-com/appkit,https://github.com/reown-com/appkit/pull/4484,https://github.com/reown-com/appkit/issues/4350,4350,2025-06-10T08:48:47Z
