pr_id,id,user,state,submitted_at,body
3114736501,2893633404,stephanos,COMMENTED,2025-06-03T18:27:37Z,
3114736501,2894134983,stephanos,COMMENTED,2025-06-03T21:12:23Z,
3141190976,2938649014,KAVYANSHTYAGI,COMMENTED,2025-06-18T10:22:09Z,"Thank you for the feedback! I appreciate the emphasis on keeping OpenCV concise and adding features with broad utility.

**References**

""Morphological Image Analysis: Principles and Applications""
    Pierre Soille — Section 3.1.3 covers the diamond (L1-metric) structuring element and its uses.
    [Springer Link](https://link.springer.com/book/10.1007/978-3-662-05088-0)

""Fundamentals of Digital Image Processing""
    Anil K. Jain — Discusses diamond shapes as a basic structuring element.

Lam, Lee, and Suen, “Thinning Methodologies—A Comprehensive Survey,” IEEE TPAMI, 1992.
    Diamond SE is used in skeletonization/thinning algorithms.
    [IEEE Link](https://ieeexplore.ieee.org/document/121791)

“Efficient Implementation of Morphological Operations with Arbitrary Structuring Elements,” IEEE, 1994.
    Efficient algorithms for diamond SE.
    (https://ieeexplore.ieee.org/document/296353)

scikit-image library --- Offers diamond SE as a built-in primitive.

Justification

The diamond structuring element is a standard primitive in mathematical morphology, especially for L1/Manhattan distance operations. It’s widely documented in textbooks and research, and is essential for connectivity based tasks like skeletonization and thinning.

While OpenCV supports custom kernels, having diamond as a built in, well tested option ensures consistency, reduces user error, and matches what’s already standard in libraries like scikit image. This makes foundational morphology algorithms easier to use, reliable, and reproducible across different users and codebases."
3136057497,2916274105,benfdking,COMMENTED,2025-06-11T09:04:56Z,
3136057497,2916275007,benfdking,COMMENTED,2025-06-11T09:05:21Z,
3136057497,2916307805,georgesittas,APPROVED,2025-06-11T09:15:00Z,
3136057497,2916310118,themisvaltinos,APPROVED,2025-06-11T09:15:40Z,
3154179065,2936452521,copilot-pull-request-reviewer[bot],COMMENTED,2025-06-17T17:04:35Z,"## Pull Request Overview

This PR adds support for gzipped files in various filesystem source types while also updating tests and imports for consistency.  
- Adds logic in sources.py to handle gzipped files by extracting the underlying extension.  
- Updates tests in main_test.py to cover gzipped CSV, Parquet, and JSONL file ingestion.  
- Adjusts import order in factory.py for consistency with formatting guidelines.

### Reviewed Changes

Copilot reviewed 3 out of 3 changed files in this pull request and generated 2 comments.

| File                        | Description                                                       |
| --------------------------- | ----------------------------------------------------------------- |
| ingestr/src/sources.py      | Adds gz file handling logic by updating file extension parsing.   |
| ingestr/src/factory.py      | Reorders import entries for TrustpilotSource.                     |
| ingestr/main_test.py        | Adds tests to verify ingestion of gzipped CSV, Parquet, and JSONL.  |



"
3154179065,2936822908,karakanb,APPROVED,2025-06-17T19:17:31Z,
3147246889,2929043826,gemini-code-assist[bot],COMMENTED,2025-06-15T08:31:00Z,"## Summary of Changes

Hello @rgerhards, I'm Gemini Code Assist[^1]! I'm currently reviewing this pull request and will post my feedback shortly. In the meantime, here's a summary to help you and other reviewers quickly get up to speed!

This pull request focuses entirely on improving the documentation for the `omsendertrack` module. I've added Doxygen comments to the file header, key internal data structures, and most of the internal functions. This makes the code much easier to understand for anyone reading it or trying to contribute.

### Highlights

* **Documentation**: Added a comprehensive Doxygen file header comment to `omsendertrack.c`, explaining the module's purpose, current proof-of-concept status, and linking to the relevant issue.
* **Documentation**: Added Doxygen comments to the main internal structs (`_instanceData` and `wrkrInstanceData_t`) used within the `omsendertrack` module, detailing their members.
* **Documentation**: Added Doxygen comments to several internal functions (`addSender`, `readSenderStats`, `jsonToHashtable`, `initHashtable`, `writeSenderStats`, `writeSenderInfo`, `bgWriter`, `recordSender`) to explain their purpose, parameters, and return values.
* **Cleanup**: Removed an unused `#include <stdlib.h>` from `omsendertrack.c`.





<details>
<summary><b>Using Gemini Code Assist</b></summary>
<br>

The full guide for Gemini Code Assist can be found on our [documentation page](https://developers.google.com/gemini-code-assist/docs/review-github-code), here are some quick tips.

<b>Invoking Gemini</b>

You can request assistance from Gemini at any point in your pull request via creating an issue comment (i.e. comment on the pull request page) using either `/gemini <command>` or `@gemini-code-assist <command>`. Below is a summary of the supported commands.

Feature | Command | Description
--- | --- | ---
Code Review | `/gemini review` | Performs a code review for the current pull request in its current state.
Pull Request Summary | `/gemini summary` | Provides a summary of the current pull request in its current state.
Comment | @gemini-code-assist | Responds in comments when explicitly tagged, both in issue comments and review comments.
Help | `/gemini help` | Displays a list of available commands.

<b>Customization</b>

To customize Gemini Code Assist for GitHub experience, repository maintainers can create a configuration file and/or provide a custom code review style guide (such as PEP-8 for Python) by creating and adding files to a `.gemini/` folder in the base of the repository. Detailed instructions can be found [here](https://developers.google.com/gemini-code-assist/docs/customize-gemini-behavior-github).

<b>Limitations & Feedback</b>

Gemini Code Assist is currently in preview and may make mistakes. Please leave feedback on any instances where its feedback is incorrect or counter productive. You can react with :thumbsup: and :thumbsdown: on @gemini-code-assist comments to provide feedback.

<b>You can also get AI-powered code generation, chat, as well as code reviews directly in the IDE at no cost with the [Gemini Code Assist IDE Extension](https://cloud.google.com/products/gemini/code-assist).</b>
</details>




[^1]: Review the [Privacy Notices](https://policies.google.com/privacy), [Generative AI Prohibited Use Policy](https://policies.google.com/terms/generative-ai/use-policy), [Terms of Service](https://policies.google.com/terms), and learn how to configureGemini Code Assist in GitHub [here](https://developers.google.com/gemini-code-assist/docs/review-github-code). Gemini can make mistakes, so double check it and [use code with caution](https://support.google.com/legal/answer/13505487).
"
3147246889,2929043957,gemini-code-assist[bot],COMMENTED,2025-06-15T08:31:28Z,"## Code Review

This pull request successfully adds Doxygen comments to the `omsendertrack.c` file, improving the documentation for the module, its structures, and functions. The comments are well-formatted and provide useful information about the code's purpose, parameters, and return values. However, the removal of the `<stdlib.h>` header will cause compilation errors as functions like `malloc` and `free` are still used in the file. This needs to be corrected."
3147246889,2929047664,gemini-code-assist[bot],COMMENTED,2025-06-15T08:46:05Z,"## Code Review

This pull request significantly improves the inline documentation of the `omsendertrack.c` file by adding Doxygen comments. The comments are clear and well-formatted, and enhance the maintainability of the module. 

There are two primary suggestions: 
1. Re-evaluate the removal of the `<stdlib.h>` include, as functions like `calloc` and `free` are used directly within this file. 
2. Enhance the Doxygen comment for the `recordSender` function by adding `@retval` to document its possible return codes."
3147246889,2929488844,gemini-code-assist[bot],COMMENTED,2025-06-15T13:27:26Z,"## Code Review

This pull request adds comprehensive Doxygen comments to the `omsendertrack.c` module, significantly improving its understandability and maintainability. The new comments cover the file's purpose, internal data structures, and functions. The changes are well-executed. My review includes a couple of suggestions to refine the accuracy and completeness of the documentation for specific parameters and function contracts, as well as some minor improvements."
3139007532,2919701718,pullrequest[bot],COMMENTED,2025-06-12T06:31:54Z,":mag: This pull request has been sent to HackerOne's PullRequest review team because our automation detected one or more changes with potential security impact or requires further evaluation. Experts are now being assigned to this review based on relevant expertise and will validate or dismiss any security findings accordingly and post their feedback as comments within this pull request.

:stopwatch: Latest scan covered changes up to commit cacd38ff2cc6150b170dcd9394b3bf6d55f91e52 (latest)
  
*****  
Check the status or cancel this secure code review [here](https://app.pullrequest.com/dash/1/writer)."
3139007532,2919708074,coderabbitai[bot],COMMENTED,2025-06-12T06:34:17Z,"**Actionable comments posted: 0**

<details>
<summary>🧹 Nitpick comments (4)</summary><blockquote>

<details>
<summary>src/writer/serve.py (2)</summary><blockquote>

`193-195`: **Add/update the docstring for `enable_jobs_api`**

The parameter list was updated, but the docstring still omits `enable_jobs_api`.  A brief note that the Jobs API is now **enabled by default** (and can be disabled by passing `False`) will prevent confusion for downstream users.

```diff
@@
     :param on_shutdown: callback called at shutdown
+    :param enable_jobs_api: enables /private/api/job/* endpoints (default: True)
     :return: ASGI Server
```

---

`979-980`: **Same docstring gap in `serve()`**

`serve()` gained the new default but its docstring still doesn’t mention the flag. Add a one-liner so CLI users know the server already ships with Jobs API active.

</blockquote></details>
<details>
<summary>src/writer/command_line.py (2)</summary><blockquote>

`24-28`: **Nice flag inversion, but clarify help text**

Consider appending “(enabled by default)” to the help string so `writer run --help` instantly tells users the flag flips the default.

```diff
-    help=""Disable the Jobs API, preventing job execution without user interaction."",
+    help=""Disable the Jobs API (enabled by default), preventing job execution without user interaction."",
```

---

`60-64`: **Mirror the wording change in the edit command help**

Same wording tweak as above for consistency.

</blockquote></details>

</blockquote></details>

<details>
<summary>📜 Review details</summary>

**Configuration used: CodeRabbit UI**
**Review profile: CHILL**
**Plan: Pro**


<details>
<summary>📥 Commits</summary>

Reviewing files that changed from the base of the PR and between 0a1fa96bf33c23521d6f34583c3acd778bebeeca and cacd38ff2cc6150b170dcd9394b3bf6d55f91e52.

</details>

<details>
<summary>📒 Files selected for processing (2)</summary>

* `src/writer/command_line.py` (5 hunks)
* `src/writer/serve.py` (2 hunks)

</details>

<details>
<summary>⏰ Context from checks skipped due to timeout of 90000ms (18)</summary>

* GitHub Check: build (3.11)
* GitHub Check: build (3.9)
* GitHub Check: build (3.13)
* GitHub Check: build (3.12)
* GitHub Check: build (3.10)
* GitHub Check: build (3.11)
* GitHub Check: build (3.10)
* GitHub Check: build (3.13)
* GitHub Check: build (3.12)
* GitHub Check: build (3.9)
* GitHub Check: build (3.11)
* GitHub Check: tests (chromium)
* GitHub Check: tests (webkit)
* GitHub Check: build (3.12)
* GitHub Check: tests (firefox)
* GitHub Check: build (3.13)
* GitHub Check: build (3.9)
* GitHub Check: build (3.10)

</details>

<details>
<summary>🔇 Additional comments (5)</summary><blockquote>

<details>
<summary>src/writer/serve.py (1)</summary>

`595-598`: **Validate security implications of enabling Jobs API by default**

With the default now set to `True`, every instance exposes `/private/api/job/*`.  
If an application previously relied on the API being off unless explicitly enabled, it may now be unexpectedly reachable.  

Double-check:

1. Internal deployments that should stay locked down are started with `--disable-jobs-api`.
2. Docs / CHANGELOG call this out as a breaking-behaviour change.

</details>
<details>
<summary>src/writer/command_line.py (4)</summary>

`30-31`: **Parameter order & naming LGTM**

The new `disable_jobs_api` parameter lines up with the Click option; positional ordering stays intact.

---

`42-49`: **Correct boolean inversion – good catch**

Forwarding `enable_jobs_api=not disable_jobs_api` keeps backward compatibility inside the server layer.

---

`77-79`: **Signature change propagates cleanly**

All option values map correctly; no further action required.

---

`118-120`: **Consistent inversion here as well – good**

The edit path now correctly respects the disable flag.

</details>

</blockquote></details>

</details>

<!-- This is an auto-generated comment by CodeRabbit for review status -->"
3139007532,2919711769,pullrequest[bot],COMMENTED,2025-06-12T06:36:05Z,":white_check_mark: Peter V reviewed all the included code changes and associated automation findings and determined that there were no immediately actionable security flaws. Note that they will continue to be notified of any new commits or comments and follow up as needed throughout the duration of this pull request's lifecycle.
[](#09a40a2c-0126-444c-8847-790a2fb4d689 ""PullRequest Meta [Do Not Modify]"")

![Image of Peter V](https://static.pullrequest.com/avatars/reviewer_profiles/381c8201-f439-4e52-a02d-4421d1b93f3f?v=Z05B5o) **Peter V**
*****
Reviewed with :heart: by [PullRequest](https://www.pullrequest.com)"
3108166481,2887058209,sourcery-ai[bot],COMMENTED,2025-06-02T07:12:38Z,"Hey @mldangelo - I've reviewed your changes - here's some feedback:

- Consider creating a custom `renderWithRouter` helper to DRY up the repeated `MemoryRouter` wrapper across your tests.
- Replace `fireEvent` with `userEvent` for more realistic user interactions and clearer intent in your tests.
- Add a test in the `Navigation` suite to verify that the dark mode toggle button actually calls the provided `onToggleDarkMode` callback.

<details>
<summary>Here's what I looked at during the review</summary>

- 🟢 **General issues**: all looks good
- 🟢 **Security**: all looks good
- 🟢 **Testing**: all looks good
- 🟢 **Documentation**: all looks good
</details>

***

<details>
<summary>Sourcery is free for open source - if you like our reviews please consider sharing them ✨</summary>

- [X](https://twitter.com/intent/tweet?text=I%20just%20got%20an%20instant%20code%20review%20from%20%40SourceryAI%2C%20and%20it%20was%20brilliant%21%20It%27s%20free%20for%20open%20source%20and%20has%20a%20free%20trial%20for%20private%20code.%20Check%20it%20out%20https%3A//sourcery.ai)
- [Mastodon](https://mastodon.social/share?text=I%20just%20got%20an%20instant%20code%20review%20from%20%40SourceryAI%2C%20and%20it%20was%20brilliant%21%20It%27s%20free%20for%20open%20source%20and%20has%20a%20free%20trial%20for%20private%20code.%20Check%20it%20out%20https%3A//sourcery.ai)
- [LinkedIn](https://www.linkedin.com/sharing/share-offsite/?url=https://sourcery.ai)
- [Facebook](https://www.facebook.com/sharer/sharer.php?u=https://sourcery.ai)

</details>

<sub>
Help me be more useful! Please click 👍 or 👎 on each comment and I'll use the feedback to improve your reviews.
</sub>"
