agent,pr_id,pr_number,repo_url,pr_url
Claude_Code,2903936265,598,https://github.com/allenai/open-instruct,https://github.com/allenai/open-instruct/pull/598
Claude_Code,2905716327,9027,https://github.com/osmosis-labs/osmosis,https://github.com/osmosis-labs/osmosis/pull/9027
Claude_Code,2905748105,9029,https://github.com/osmosis-labs/osmosis,https://github.com/osmosis-labs/osmosis/pull/9029
Claude_Code,2909640593,195,https://github.com/MaiM-with-u/MaiBot,https://github.com/MaiM-with-u/MaiBot/pull/195
Claude_Code,2915198291,1399,https://github.com/567-labs/instructor,https://github.com/567-labs/instructor/pull/1399
Claude_Code,2915204489,1401,https://github.com/567-labs/instructor,https://github.com/567-labs/instructor/pull/1401
Claude_Code,2916677326,11672,https://github.com/artsy/eigen,https://github.com/artsy/eigen/pull/11672
Claude_Code,2918329879,16917,https://github.com/coder/coder,https://github.com/coder/coder/pull/16917
Claude_Code,2876382016,8775,https://github.com/BerriAI/litellm,https://github.com/BerriAI/litellm/pull/8775
Claude_Code,2882576893,158,https://github.com/modelcontextprotocol/inspector,https://github.com/modelcontextprotocol/inspector/pull/158
Claude_Code,2883083776,163,https://github.com/modelcontextprotocol/typescript-sdk,https://github.com/modelcontextprotocol/typescript-sdk/pull/163
Claude_Code,2886171819,108,https://github.com/Wan-Video/Wan2.1,https://github.com/Wan-Video/Wan2.1/pull/108
Claude_Code,2888099084,16510,https://github.com/grafana/loki,https://github.com/grafana/loki/pull/16510
Claude_Code,2888185420,8624,https://github.com/SoftFever/OrcaSlicer,https://github.com/SoftFever/OrcaSlicer/pull/8624
Claude_Code,2888657232,126,https://github.com/Wan-Video/Wan2.1,https://github.com/Wan-Video/Wan2.1/pull/126
Claude_Code,2889835337,60,https://github.com/mrwadams/stride-gpt,https://github.com/mrwadams/stride-gpt/pull/60
Claude_Code,2889875255,61,https://github.com/mrwadams/stride-gpt,https://github.com/mrwadams/stride-gpt/pull/61
Claude_Code,2889940236,70,https://github.com/rishikanthc/Scriberr,https://github.com/rishikanthc/Scriberr/pull/70
Claude_Code,2892364501,1592,https://github.com/livekit/agents,https://github.com/livekit/agents/pull/1592
Claude_Code,2894762370,1371,https://github.com/567-labs/instructor,https://github.com/567-labs/instructor/pull/1371
Claude_Code,3150229181,62,https://github.com/BeehiveInnovations/zen-mcp-server,https://github.com/BeehiveInnovations/zen-mcp-server/pull/62
Claude_Code,3150393125,20904,https://github.com/gitpod-io/gitpod,https://github.com/gitpod-io/gitpod/pull/20904
Claude_Code,3151360963,56793,https://github.com/wolfi-dev/os,https://github.com/wolfi-dev/os/pull/56793
Claude_Code,3151798896,65,https://github.com/BeehiveInnovations/zen-mcp-server,https://github.com/BeehiveInnovations/zen-mcp-server/pull/65
Claude_Code,3154339119,778,https://github.com/mitsuhiko/insta,https://github.com/mitsuhiko/insta/pull/778
Claude_Code,3154517662,779,https://github.com/mitsuhiko/insta,https://github.com/mitsuhiko/insta/pull/779
Claude_Code,3154662508,2389,https://github.com/maybe-finance/maybe,https://github.com/maybe-finance/maybe/pull/2389
Claude_Code,3154699305,406,https://github.com/sam-goodwin/alchemy,https://github.com/sam-goodwin/alchemy/pull/406
Claude_Code,3154770102,133,https://github.com/smtg-ai/claude-squad,https://github.com/smtg-ai/claude-squad/pull/133
Claude_Code,3155322770,480,https://github.com/JonasKruckenberg/k23,https://github.com/JonasKruckenberg/k23/pull/480
Claude_Code,3095915818,429,https://github.com/awslabs/mcp,https://github.com/awslabs/mcp/pull/429
Claude_Code,3098322647,6952,https://github.com/operator-framework/operator-sdk,https://github.com/operator-framework/operator-sdk/pull/6952
Claude_Code,3098972655,31380,https://github.com/nrwl/nx,https://github.com/nrwl/nx/pull/31380
