agent,id,title,reason,type
Claude_Code,3138117853,Add input step type for user interaction,"The PR introduces a new feature by adding a new input step type for user interaction in workflows, including various input types and validation.",feat
Claude_Code,2903936265,Add customizable stop sequences for OE evaluations,"The changes introduce a new feature allowing customizable stop sequences in OE evaluations, which enhances functionality.",feat
Claude_Code,2905716327,refactor(twap): implement strategy pattern for accumulator updates,The commit primarily restructures the code to implement the strategy pattern more thoroughly without adding new features or fixing bugs. It improves code organization and efficiency by refactoring accumulator update logic.,refactor
Claude_Code,2905748105,refactor(gamm): change CalcOutAmtGivenIn to take sdk.Coin instead of sdk.Coins,"The change modifies the interface and its implementations to use a different type for a parameter, improving the code structure without adding new features or fixing bugs.",refactor
Claude_Code,2909640593,feat: 添加夜间模式功能,"The PR introduces a new feature, specifically a night mode functionality with configurable settings and behavior changes during night hours.",feat
Claude_Code,2912546402,Add GitHub API caching to prevent rate limiting,"The PR introduces a new feature by adding GitHub API caching to prevent rate limiting, which is a new functionality enhancing the system.",feat
Claude_Code,2915198291,docs: improve documentation structure with visual diagrams,"The changes involve adding visual diagrams and improving the structure of the documentation without modifying code functionality, which fits the 'docs' category.",docs
Claude_Code,2915204489,docs: improve search and navigation with examples browser,"The changes introduce new documentation features such as an interactive example browser, see-also sections, and updated navigation to improve search and navigation within the documentation. These are documentation enhancements rather than code features or fixes.",docs
Claude_Code,2915784381,refactor: migrate ArtistNationalityFilter spec from Enzyme to RTL ,"The PR title and body clearly indicate that the change is a refactor: migrating tests from Enzyme to React Testing Library without adding new features or fixing bugs. The commit messages and description emphasize modernization and improving test patterns, which aligns with a refactor.",refactor
Claude_Code,2916677326,refactor(BidButton): convert class component to functional component,"The PR converts a class component to a functional component without adding new features or fixing bugs, which is a code structure improvement without changing functionality, fitting the 'refactor' category.",refactor
Claude_Code,2918329879,testing DO NOT MERGE,"The change involves adding a shoutout in the extension description, which is a documentation update rather than a code feature or fix.",docs
Claude_Code,2922672896,Implement OmniMCP for Claude computer control,The PR introduces a new system called OmniMCP that enables Claude to control the computer through a new protocol and includes multiple new components and features for UI automation and interaction.,feat
Claude_Code,2922676503,OmniMCP: Direct Host Control Bridge Between OmniParser and Claude MCP,"The PR introduces a new feature called OmniMCP that bridges OmniParser and Claude MCP for direct host control, including new deployment, operational modes, and integration capabilities.",feat
Claude_Code,2876006908,Improve list and collection materializers performance,"The PR introduces a significant new feature that optimizes performance by implementing batch compression and chunking strategies for collection materializers, improving efficiency and reducing overhead, which aligns with the 'feat' category for new features.",feat
Claude_Code,2876382016,Litellm contributor prs 02 24 2025,"The PR introduces new features such as support for video_url in VLMs, adding new data structures for video chat completion, and adding new models. These are new capabilities rather than fixes or documentation changes.",feat
Claude_Code,2876533575,Clarify error message for missing plugin versions,"The change improves the error messages to clarify different error scenarios, which fixes a bug related to unclear error reporting.",fix
Claude_Code,2878832797,Test alban,"The title 'Test alban' and the body content do not describe a specific feature addition, bug fix, or other conventional commit types clearly. The content appears to be a merge commit or a general update without a clear conventional commit type. Therefore, it is classified as 'other'.",other
Claude_Code,2882576893,docs: add CLAUDE.md for development guidance,"The change introduces a new documentation file (CLAUDE.md) to provide development guidance, which is purely documentation and does not affect code functionality.",docs
Claude_Code,2883083776,Add CLAUDE.md with SDK development guide,"The change adds a new documentation file (CLAUDE.md) with a development guide, which is purely documentation and does not affect code functionality.",docs
Claude_Code,2886171819,Fix assertion error in UniPC scheduler for high step counts,"The change fixes a bug that caused an assertion error when using high step counts in the scheduler, ensuring stability and correctness.",fix
Claude_Code,2888099084,chore: add CLAUDE.md with development guide,"The PR adds a new documentation file (CLAUDE.md) with development guidelines and standards, which is purely documentation and does not change code behavior or features.",docs
Claude_Code,2888185420,No-switching-tab-on-slice,"The changes introduce a new flag and method to control the behavior of the slicing progress notification, effectively adding a new feature to the notification system.",feat
Claude_Code,2888657232,Fix assertion error in UniPC scheduler for high step counts,"The change fixes a bug that caused an assertion error when using high step counts in the scheduler, ensuring stability and correctness.",fix
Claude_Code,2889835337,feat: Add Amazon Bedrock integration,"The PR introduces a new feature by integrating Amazon Bedrock as a model provider, adding new capabilities and support for AWS-hosted models.",feat
Claude_Code,2889875255,feat: Add Amazon Bedrock integration,The PR introduces a new feature by integrating Amazon Bedrock as a model provider with multiple enhancements and documentation updates.,feat
Claude_Code,2889940236,fix: improve authentication with token refresh and expiry handling,"The PR title and body describe improvements and fixes related to authentication, token refresh, error handling, and session expiration, which are bug fixes and enhancements to existing functionality rather than new features or other types of changes.",fix
Claude_Code,2889940415,feat: enhance audio quality for playback,"The PR introduces a new feature that enhances audio quality by storing and serving original audio files alongside WAV transcription versions, along with updates to schema, upload process, API, and UI components to support this functionality.",feat
Claude_Code,2892364501,Add no_jobs_exit_timeout parameter to WorkerOptions,"The PR introduces a new feature that allows workers to automatically exit after being idle for a specified timeout, which is a new capability added to the WorkerOptions.",feat
Claude_Code,2894762370,feat: add AWS Bedrock support,"The PR introduces a new feature by adding AWS Bedrock support, including new functions, async capabilities, documentation, and dependencies, which aligns with the 'feat' type.",feat
Claude_Code,3147421099,feat: add Claude Code SDK provider integration,"The PR introduces a new integration for the Claude Code SDK provider, adding new features such as API-key-free usage and telemetry support, which classifies it as a feature addition.",feat
Claude_Code,3147721605,feat: optional Claude co-author trailer (ADD_CLAUDE_COAUTHOR),"The PR introduces a new optional feature that adds a commit trailer to attribute commits to Claude as a co-author, enhancing the functionality of the action without fixing a bug or changing existing features.",feat
Claude_Code,3150229181,Fix Google model restriction parameter order (follow-up to #60),"The PR fixes a regression bug caused by incorrect parameter order in method calls, restoring correct functionality and preventing errors.",fix
Claude_Code,3150393125,Remove obsolete node labels for ws-daemon and registry-facade readiness,"The PR removes obsolete node labels and related code, which is a code cleanup and refactoring without adding new features or fixing bugs. It also updates documentation accordingly, but the main change is a refactor of the codebase to remove unused label logic.",refactor
Claude_Code,3150985048,feat: add 5-hour blocks report command,"The PR introduces a new CLI command 'blocks' that provides a new feature for analyzing usage in 5-hour billing windows, which is a clear addition of functionality.",feat
Claude_Code,3151360963,kubeflow-centraldashboard: fix GHSA-v6h2-p8h4-qcjw in vendored protobufjs deps,"The PR addresses a security vulnerability by updating a vendored dependency to fix a CVE, which is a bug fix related to security.",fix
Claude_Code,3151798896,Add ZN-Grunts proto-plugin ,"The PR introduces a new distributed LLM orchestration system called ZN-Grunts with multiple new features, infrastructure, and platform support, which clearly represents a new feature addition.",feat
Claude_Code,3154339119,Fix source path in snapshots for non-child workspaces,"The PR fixes an issue where the source path in snapshots was incorrect for non-child workspaces by adding a helper function and includes tests for this fix, indicating it is a bug fix.",fix
Claude_Code,3154517662,Add lifetime to Selector in redaction iterator,"The title indicates the addition of a lifetime to a Selector in the redaction iterator, which is a new feature or enhancement to the code rather than a fix or other type of change.",feat
Claude_Code,3154662508,Add comprehensive API v1 with OAuth and API key authentication,"The PR introduces a comprehensive new API version with multiple new features including OAuth and API key authentication, new endpoints, rate limiting, and developer tools, which clearly constitutes a new feature addition.",feat
Claude_Code,3154699305,feat(stripe): Add Full Tier Support for Stripe Prices,"The PR introduces a new feature that adds comprehensive support for Stripe's tiered pricing models, enabling new pricing configurations and use cases.",feat
Claude_Code,3154734636,Draft: [Feat] AG-UI,"The title includes '[Feat]' indicating the addition of a new feature, and the body does not contradict this by describing bug fixes or other types of changes.",feat
Claude_Code,3154770102,Epic 1.5: Implement Suffix-Preserving Branch Name Truncation for Enhanced Developer UX,"The PR introduces a new feature that improves the user experience by implementing suffix-preserving branch name truncation, enhancing developer productivity and workflow efficiency. This is a clear addition of new functionality rather than a bug fix or other change type.",feat
Claude_Code,3155322770,refactor: generalize Semihosting interface,"The changes generalize and abstract the existing Semihosting interface to support multiple architectures without adding new features or fixing bugs, which is a typical refactor.",refactor
Claude_Code,3124189482,📚 Improve documentation with best practices and --ignore guidance,The PR adds comprehensive documentation to improve user understanding and guidance without changing code functionality.,docs
Claude_Code,3124293906,feat: Add --preplanned flag to use existing plan files,"The PR introduces a new feature: the --preplanned flag with various options and improvements for handling existing plan files, multi-directory support, and performance benefits. This clearly fits the 'feat' category.",feat
Claude_Code,3124372773,feat: Add official OpenTofu support,"The PR introduces official support for OpenTofu as a new feature, including CI integration, E2E tests, and documentation updates, which aligns with adding a new feature rather than fixing a bug or other types of changes.",feat
Claude_Code,3095915818,feat: Amazon EKS MCP Server,"The PR introduces a new Amazon EKS MCP server feature that provides AI code assistants with resource management tools and real-time cluster state visibility, enabling new capabilities for managing EKS clusters and Kubernetes resources.",feat
Claude_Code,3098322647,feat: add --catalog-only flag to run bundle command,"The PR introduces a new feature by adding a '--catalog-only' flag to the 'operator-sdk run bundle' command, enabling users to create only the catalog source without creating a subscription. This adds new functionality to the existing command.",feat
Claude_Code,3098972655,chore(repo): setup claude code,"The PR introduces new features by integrating Claude Code AI assistant capabilities into the repository, adding workflows, configuration files, and documentation to enable AI-assisted development and issue resolution.",feat
